placekey,poi_cbg,parent_placekey,location_name,brands,safegraph_brand_ids,store_id,top_category,sub_category,naics_code,open_hours,category_tags,latitude,longitude,street_address,city,region,postal_code,iso_country_code,opened_on,closed_on,tracking_closed_since,websites,phone_number,wkt_area_sq_meters
zzw-222@5wq-s83-g8v,160679702001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.557902,-113.792354,241 N Overland Ave,Burley,ID,83318,US,null,null,2019-07,"[""lds.org""]",+12086780434,954
zzw-222@5wq-s83-g8v,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.557902,-113.792354,241 N Overland Ave,Burley,ID,83318,US,null,null,2019-07,"[""lds.org""]",+12086780434,954
zzw-222@5wq-s89-d35,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.535657,-113.795357,224 W 14th St,Burley,ID,83318,US,null,null,2019-07,[],+12088787286,98
zzw-222@5wq-s89-d35,160319504003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.535657,-113.795357,224 W 14th St,Burley,ID,83318,US,null,null,2019-07,[],+12088787286,98
zzw-222@5wq-sg5-xkf,160679704002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.630676,-113.67619,618 18th St,Rupert,ID,83350,US,null,null,2019-07,"[""lds.org""]",+12084364446,238
zzw-222@5wq-zkm-gzf,160479601005,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.932795,-114.712157,1228 Main St,Gooding,ID,83330,US,null,null,2019-07,[],+12089344812,1881
zzw-222@5wr-7g7-k9f,160830002002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.57626,-114.441426,847 Eastland Dr N,Twin Falls,ID,83301,US,null,null,2019-07,"[""lds.org""]",+12087339252,1856
zzw-222@5wr-7g7-z2k,160830002003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.568299,-114.453274,399 Maurice St N,Twin Falls,ID,83301,US,null,null,2019-07,[],+12087338073,323
zzw-222@5wr-7gb-7qz,160830012004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.542573,-114.476563,229 Park Ave,Twin Falls,ID,83301,US,null,null,2019-07,"[""lds.org""]",+12087342467,1703
zzw-222@5wr-7m4-6ff,160830007004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.574995,-114.497235,824 Caswell Ave W,Twin Falls,ID,83301,US,null,null,2019-07,"[""lds.org""]",+12087338492,1938
zzw-222@5wr-7m6-xnq,160830008004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.577465,-114.469453,526 Falls Ave,Twin Falls,ID,83301,US,null,null,2019-07,"[""lds.org""]",+12087339118,688
zzw-222@5wr-b9w-54v,160119507002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.182112,-112.506212,1059 W 100 S,Blackfoot,ID,83221,US,null,null,2019-07,"[""lds.org""]",+12086843030,1670
zzw-222@5wr-bbz-5cq,160119504004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.179089,-112.347662,873 S Fisher Ave,Blackfoot,ID,83221,US,null,null,2019-07,"[""lds.org""]",+12087851229,537
zzw-222@5wr-bjn-59f,160119504001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.245074,-112.25727,337 N 200 E,Blackfoot,ID,83221,US,null,null,2019-07,"[""lds.org""]",+12087851540,1792
zzw-222@5wr-bmd-zfz,160119505001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.201744,-112.335551,1650 Highland Dr,Blackfoot,ID,83221,US,null,null,2019-07,"[""lds.org""]",+12087853435,2546
zzw-222@5wr-dd8-7h5,160119501002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.373739,-112.122791,513 S Park Ave,Shelley,ID,83274,US,null,null,2019-07,[],+12083573780,1207
zzw-222@5wr-ddd-yd9,160119501004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.378138,-112.129125,325 W Locust St,Shelley,ID,83274,US,null,null,2019-07,[],+12083575121,209
zzw-222@5wr-ddf-7qz,160119501004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.382723,-112.123976,184 N Park Ave,Shelley,ID,83274,US,null,null,2019-07,[],+12083573327,1887
zzw-222@5wr-df4-jgk,160119501001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.373684,-112.062908,1101 E 1250 N,Shelley,ID,83274,US,null,null,2019-07,[],+12083577472,870
zzw-222@5wr-fn4-tn5,160050019001,null,The Church Of Jesus Christ Of Latter Day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.639574,-112.194688,403 W 16th St,McCammon,ID,83250,US,null,null,2019-07,"[""lds.org""]",+12082543101,2626
zzw-222@5wr-gfy-9j9,160050015005,null,Church of Jesus Christ of Later Day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.894323,-112.475471,3444 Hawthorne Rd,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12086371012,2630
zzw-222@5wr-ggc-vcq,160050004001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.919966,-112.491852,4773 Independence Ave,Chubbuck,ID,83202,US,null,null,2019-07,"[""lds.org""]",+12082388876,1671
zzw-222@5wr-ggx-whq,160050007001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.865846,-112.422686,2281 E Terry St,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12082329407,2227
zzw-222@5wr-gh4-h5z,160050003001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.92243,-112.455482,4890 Whitaker Rd,Chubbuck,ID,83202,US,null,null,2019-07,"[""lds.org""]",+12082375306,2516
zzw-222@5wr-ghb-bx5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.897937,-112.449978,1246 Yellowstone Ave,Pocatello,ID,83201,US,null,2021-10,2019-07,"[""lds.org""]",+12082330130,358
zzw-222@5wr-ghd-whq,160050011011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.914391,-112.409445,2140 Satterfield Dr,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12082370198,2668
zzw-222@5wr-ghf-m6k,160050011014,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.909805,-112.425696,120 Fairway Dr,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12082371364,703
zzw-222@5wr-gjq-bx5,160050017001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.818433,-112.408362,5425 Bannock Hwy,Pocatello,ID,83204,US,null,null,2019-07,[],+12082335456,1678
zzw-222@5wr-h69-k4v,160299601004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.572618,-111.731166,404 N Main St,Grace,ID,83241,US,null,null,2019-07,[],+12084253152,1930
zzw-222@5wr-h69-k4v,160299601003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.572618,-111.731166,404 N Main St,Grace,ID,83241,US,null,null,2019-07,[],+12084253152,1930
zzw-222@5wr-qzn-sdv,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
zzw-222@5ws-hht-2rk,160419701004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.111726,-111.994104,825 N Westside Hwy,Dayton,ID,83232,US,null,null,2019-07,[],+12087473005,1680
zzw-223@5w9-j8t-p9z,160270209022,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.531459,-116.58355,607 W Locust Ln,Nampa,ID,83686,US,null,null,2019-07,"[""lds.org""]",+12084425537,1671
zzw-223@5w9-j9q-r49,160010009004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.589075,-116.194117,1925 S Broadway Ave,Boise,ID,83706,US,null,null,2019-07,"[""lds.org""]",+12083432141,1254
zzw-223@5w9-pvs-sqz,160399603003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.130447,-115.686585,315 S 11th E,Mountain Home,ID,83647,US,null,null,2019-07,[],+12085879639,182
zzw-223@5wg-5ty-vvf,160199703002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.593421,-111.950237,10663 N 34th E,Ucon,ID,83454,US,null,null,2019-07,"[""lds.org""]",+12085236554,1317
zzw-223@5wr-7m7-k75,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.587257,-114.463225,726 Cheney Dr,Twin Falls,ID,83301,US,null,null,2019-07,[],+12087340937,1443
zzw-223@5wr-gfw-zfz,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.885212,-112.454284,580 Roosevelt Ave,Pocatello,ID,83201,US,null,null,2019-07,"[""deseretindustries.org""]",+12082322862,4211
zzw-223@5wr-hfr-kj9,160299602002,zzw-222@5wr-hfr-kj9,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.662072,-111.593007,300 E 1st N,Soda Springs,ID,83276,US,null,null,2019-07,"[""lds.org""]",+12085473690,3251
zzw-224@5wr-bbr-jvz,160119505002,null,Church of Jesus Christ of Latter Day Sai,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.191792,-112.355281,845 Grant St,Blackfoot,ID,83221,US,null,null,2019-07,[],+12087850822,1306
zzw-226@5wr-gg4-rx5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.942829,-112.467642,140 Bringhurst,Tyhee,ID,83201,US,null,null,2019-07,[],+12082381448,1563
zzw-226@5wr-gg4-rx5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.942829,-112.467642,140 Bringhurst,Tyhee,ID,83201,US,null,null,2019-07,[],+12082381448,1563
zzw-226@5wr-gg4-rx5,160050003002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.942829,-112.467642,140 Bringhurst,Tyhee,ID,83201,US,null,null,2019-07,[],+12082381448,1563
zzw-226@5wr-gg4-rx5,160050003002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.942829,-112.467642,140 Bringhurst,Tyhee,ID,83201,US,null,null,2019-07,[],+12082381448,1563
zzw-228@5ws-hyw-2c5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.095373,-111.876956,36 S State St,Preston,ID,83263,US,null,null,2019-07,[],+12088521286,4147
zzy-222@3x4-kdw-q2k,160179502005,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""9:00"",""15:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",Churches,48.309842,-116.555398,602 Schweitzer Cutoff Road,Sandpoint,ID,83864,US,null,null,2019-07,[],null,2374
zzy-222@3x4-kdy-gc5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,48.309163,-116.551581,Cut Off Rd,Sandpoint,ID,83864,US,null,null,2019-07,[],+12082635995,1236
zzy-222@3x4-mfr-45f,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""10:00"",""12:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,48.147311,-116.173843,603 N Stevens,Clark Fork,ID,83811,US,null,null,2019-07,[],+12083103605,936
zzy-222@3x4-qhr-x5z,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""9:00"",""14:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,48.6803,-116.321918,6568 Alderson Ln,Bonners Ferry,ID,83805,US,null,null,2019-07,[],+15098795608,1608
zzy-222@3x4-qhr-zj9,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,48.683696,-116.321336,1512 Alderson Ln,Bonners Ferry,ID,83805,US,null,null,2019-07,"[""lds.org""]",+12082673802,1228
zzy-222@3x5-4j3-p7q,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""9:00"",""14:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,47.724154,-116.979592,1670 N McGuire Rd,Post Falls,ID,83854,US,null,null,2019-07,[],+12086201254,1699
zzy-222@3x5-4j5-wtv,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,47.723306,-116.948031,9900 W 16th Ave,Post Falls,ID,83854,US,null,null,2019-07,"[""lds.org""]",+12087738210,1236
zzy-222@3x5-4ky-47q,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,47.794337,-116.889827,Rr 4,Rathdrum,ID,83858,US,null,null,2019-07,[],+12086871021,393
zzy-222@3x5-4n6-7kf,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""8:30"",""13:30""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,47.730818,-116.818747,2293 West Hanley Avenue,Coeur D Alene,ID,83814,US,null,null,2019-07,[],+15098799803,2439
zzy-222@3x5-4pq-xnq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""8:30"",""13:30""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,47.751969,-116.779149,477 East Honeysuckle Avenue,Hayden,ID,83835,US,null,null,2019-07,[],+15098799803,2021
zzy-222@3x5-73v-9xq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""12:00"",""15:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,48.181548,-116.973184,3281 Highway 2,Priest River,ID,83856,US,null,null,2019-07,[],+12083069015,1359
zzy-222@3x5-8bx-28v,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""8:30"",""13:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,47.809483,-116.873323,15151 North Meyer Road,Rathdrum,ID,83858,US,null,null,2019-07,[],+12086209274,1969
zzy-222@3x5-8m3-575,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[],""Sat"":[],""Tue"":[],""Sun"":[[""10:00"",""12:00""]],""Mon"":[],""Wed"":[],""Fri"":[]}",null,48.141905,-116.593176,331 Westmond Rd,Cocolalla,ID,83813,US,null,null,2019-07,[],+12083059886,1500
zzy-222@5qn-rvt-2p9,160079501001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.327972,-111.307172,585 N 8th St,Montpelier,ID,83254,US,null,null,2019-07,"[""lds.org""]",+12088470753,1104
zzy-222@5w8-f34-2kz,160879701001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.572894,-116.679727,35 N 2nd St,Cambridge,ID,83610,US,null,null,2019-07,[],+12082573737,1197
zzy-222@5w8-gfx-d5f,160859703002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.817824,-116.047078,Farm To Market Rd,McCall,ID,83638,US,null,null,2019-07,[],+12086345910,142
zzy-222@5w8-gfx-d5f,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.817824,-116.047078,Farm To Market Rd,McCall,ID,83638,US,null,null,2019-07,[],+12086345910,142
zzy-222@5w8-hcz-jsq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.990441,-116.324192,8775 Sweet Ola Hwy,Sweet,ID,83670,US,null,null,2019-07,"[""lds.org""]",+12085843317,1553
zzy-222@5w8-hcz-jsq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.990441,-116.324192,8775 Sweet Ola Hwy,Sweet,ID,83670,US,null,null,2019-07,"[""lds.org""]",+12085843317,1553
zzy-222@5w8-hcz-jsq,160459601001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.990441,-116.324192,8775 Sweet Ola Hwy,Sweet,ID,83670,US,null,null,2019-07,"[""lds.org""]",+12085843317,1553
zzy-222@5w8-hcz-jsq,160459601001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.990441,-116.324192,8775 Sweet Ola Hwy,Sweet,ID,83670,US,null,null,2019-07,"[""lds.org""]",+12085843317,1553
zzy-222@5w9-5cm-cdv,160379602003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.504707,-114.223469,Highway 93,Challis,ID,83226,US,null,null,2019-07,"[""lds.org""]",+12088794544,1236
zzy-222@5w9-5cm-cdv,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.504707,-114.223469,Highway 93,Challis,ID,83226,US,null,null,2019-07,"[""lds.org""]",+12088794544,1236
zzy-222@5w9-cxv-5s5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,45.416295,-116.319441,1121 S Main St,Riggins,ID,83549,US,null,null,2019-07,"[""lds.org""]",+12086283204,392
zzy-222@5w9-cxv-5s5,160499604001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,45.416295,-116.319441,1121 S Main St,Riggins,ID,83549,US,null,null,2019-07,"[""lds.org""]",+12086283204,392
zzy-222@5w9-hk8-54v,160010103311,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.66527,-116.394127,6650 N Meridian Rd,Meridian,ID,83646,US,null,null,2019-07,[],+12083192079,1703
zzy-222@5w9-hkz-ysq,160010024134,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.647947,-116.325124,11443 McMillan Rd,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083238308,2630
zzy-222@5w9-hm3-3nq,160010103311,null,LDS Church,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.662252,-116.361883,6375 N Royal Park Ave,Boise,ID,83713,US,null,null,2019-07,[],+12089390541,1678
zzy-222@5w9-hm7-py9,160010103313,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.635189,-116.34687,N Duane Way,Boise,ID,83713,US,null,null,2019-07,"[""lds.org""]",+12088884141,1236
zzy-222@5w9-hm7-q9f,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.633871,-116.346936,Duane & Ustick Rd,Meridian,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12088884141,1236
zzy-222@5w9-hmq-wrk,160010102212,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.695956,-116.363483,Highway 55,Eagle,ID,83629,US,null,null,2019-07,"[""lds.org""]",+12087932785,2058
zzy-222@5w9-hmz-r8v,160010103342,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.618052,-116.432927,1560 S Ten Mile Rd,Meridian,ID,83634,US,null,null,2019-07,"[""lds.org""]",null,1723
zzy-222@5w9-hnt-4vz,160010023103,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.616882,-116.3244,Shamrock St,Boise,ID,83713,US,null,null,2019-07,"[""lds.org""]",+12083773220,1210
zzy-222@5w9-hnt-4vz,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.616882,-116.3244,Shamrock St,Boise,ID,83713,US,null,null,2019-07,"[""lds.org""]",+12083773220,1210
zzy-222@5w9-hpv-xkf,160270219032,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.710987,-116.572789,2250 Lansing Ln,Middleton,ID,83644,US,null,null,2019-07,"[""lds.org""]",+12085856250,1236
zzy-222@5w9-j2s-26k,160010104014,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.56521,-116.415013,4225 Linder Ave,Kuna,ID,83634,US,null,null,2019-07,[],+12089224721,1236
zzy-222@5w9-j46-4qf,160010103133,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.56063,-116.372849,1651 E Amity Rd,Meridian,ID,83642,US,null,null,2019-07,"[""lds.org""]",+12084010269,76
zzy-222@5w9-j8x-qvf,160270209012,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.539857,-116.563374,3015 Sunnyridge Rd,Nampa,ID,83651,US,null,null,2019-07,[],+12084673881,1958
zzy-222@5w9-j9r-mff,160010015001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.597544,-116.221709,3200 Cassia,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083449671,2692
zzy-222@5w9-jb3-syv,160010023122,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.629283,-116.313923,2650 N Five Mile Rd,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083220327,194
zzy-222@5w9-jbw-p7q,160010001001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.619514,-116.20184,Shamrock & Mcmillanrd,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083773220,1210
zzy-222@5w9-jbw-p7q,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.619514,-116.20184,Shamrock & Mcmillanrd,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083773220,1210
zzy-222@5w9-jbx-yjv,160010005001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.64759,-116.221092,2600 W Hill Rd,Boise,ID,83702,US,null,null,2019-07,[],+12083430637,66
zzy-222@5w9-jc4-nyv,160010009001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.600721,-116.207572,2150 W Boise Ave,Boise,ID,83706,US,null,null,2019-07,"[""lds.org""]",+12083833735,1852
zzy-222@5w9-jct-66k,160010022211,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.561795,-116.332439,12040 W Amity Rd,Boise,ID,83702,US,null,null,2019-07,[],+12083622638,2673
zzy-222@5w9-n93-fpv,160739502003,null,LDS Church,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.939214,-116.02861,359450 Highway 78,Grand View,ID,83624,US,null,null,2019-07,"[""lds.org""]",+12088342181,1025
zzy-222@5w9-th5-gp9,160759603001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.009066,-116.91772,329 S Pennsylvania Ave,Fruitland,ID,83619,US,null,null,2019-07,[],+12084524345,328
zzy-222@5w9-ts8-4n5,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.074862,-116.913165,1 Iowa Ave,Payette,ID,83661,US,null,null,2019-07,"[""lds.org""]",+12086422911,1236
zzy-222@5w9-v3q-qcq,160459602001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.894562,-116.645791,8342 W Idaho Blvd,Letha,ID,83636,US,null,null,2019-07,[],+12083652712,1201
zzy-222@5w9-v49-b8v,160459601003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.901154,-116.511591,980 W Central Rd,Emmett,ID,83617,US,null,null,2019-07,[],+12083656195,2599
zzy-222@5w9-vnr-389,160879702003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.246083,-116.964855,300 W Main St,Weiser,ID,83672,US,null,null,2019-07,"[""lds.org""]",+12084143302,2093
zzy-222@5w9-vnr-5cq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.245554,-116.946402,1300 E Main St,Weiser,ID,83672,US,null,null,2019-07,"[""lds.org""]",+12084142824,1236
zzy-222@5w9-y9f-wx5,160739501013,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.617992,-116.947081,708 W Idaho Ave,Homedale,ID,83628,US,null,null,2019-07,[],+12083373924,1426
zzy-222@5wc-cpm-xqz,null,null,Church of Jesus Christ LDS,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,46.744663,-116.975372,Mount View,Moscow,ID,83843,US,null,null,2019-07,[],+12088824872,1149
zzy-222@5wc-cpm-xqz,160570052005,null,Church of Jesus Christ LDS,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,46.744663,-116.975372,Mount View,Moscow,ID,83843,US,null,null,2019-07,[],+12088824872,1149
