placekey,poi_cbg,parent_placekey,location_name,brands,safegraph_brand_ids,store_id,top_category,sub_category,naics_code,open_hours,category_tags,latitude,longitude,street_address,city,region,postal_code,iso_country_code,opened_on,closed_on,tracking_closed_since,websites,phone_number,wkt_area_sq_meters
223-223@5w9-hwd-5mk,160010102252,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.695074,-116.345195,700 E State St,Eagle,ID,83616,US,null,null,2019-07,[],+12089392988,522
224-222@5w9-j8t-y7q,160270209013,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.524101,-116.560275,927 Ruth Ln,Nampa,ID,83686,US,null,null,2019-07,[],+12084619633,1658
224-222@5wg-3zd-8gk,160199711005,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.485149,-112.039402,351 W 14th St,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085220231,1302
224-222@5wg-3zf-td9,160199713021,null,LDS Church,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.493328,-112.07233,2040 Brentwood Dr,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085293987,2538
224-222@5wg-5wf-p7q,160199705011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.491955,-111.945348,4459 John Adams Pkwy,Ammon,ID,83406,US,null,null,2019-07,[],+12085280819,1686
224-222@5wr-2cf-zxq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.728168,-114.501215,506 N Tiger Dr,Jerome,ID,83338,US,null,null,2019-07,[],+12083242520,2680
224-222@5wr-7k4-mkz,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.598074,-114.533453,2607 E 4128 N,Filer,ID,83328,US,null,null,2019-07,[],+12083264698,267
224-222@5wr-gfx-mc5,160050009002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.872142,-112.446127,650 N 7th Ave,Pocatello,ID,83201,US,null,null,2019-07,[],+12082340195,3810
224-222@5wr-ghb-bp9,160050012002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.896342,-112.448577,300 E Chapel Rd,Pocatello,ID,83201,US,null,null,2019-07,[],+12082370765,1639
224-223@5wg-3zf-td9,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.493317,-112.072315,2040 Brentwood Dr,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085229872,2538
225-222@5w9-j9p-rff,160010018002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.581373,-116.240091,2320 S Lynx Way,Boise,ID,83705,US,null,null,2019-07,"[""lds.org""]",+12083446401,236
225-222@5wf-y57-85f,160659502001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.829794,-111.78058,166 N 1st E,Rexburg,ID,83440,US,null,null,2019-07,"[""lds.org""]",+12083565591,193
225-222@5wg-425-6rk,160199706022,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.485443,-111.988204,1335 Ashment Ave,Idaho Falls,ID,83404,US,null,null,2019-07,[],+12085238662,512
225-222@5wg-427-p5f,160199711001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.491824,-112.024159,690 S Holmes Ave,Idaho Falls,ID,83401,US,null,null,2019-07,[],+12085224464,578
225-222@5wq-s82-wff,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.550536,-113.793606,255 N Overland Ave,Burley,ID,83318,US,null,null,2019-07,"[""lds.org""]",+12086788200,132
225-222@5wr-gvd-59f,160779602003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.78473,-112.84687,650 Pocatello Ave,American Falls,ID,83211,US,null,null,2019-07,"[""lds.org""]",+12082265224,2225
225-222@5ws-j6t-cyv,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.152542,-111.842844,1428 E 3200 N,Preston,ID,83263,US,null,null,2019-07,"[""lds.org""]",+12088522938,1236
226-222@5w8-kv7-kmk,null,null,Church of Jesus Christ of Latter Day Snts Cp Glnwd,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.042688,-115.874903,459 Southfork Rd,Garden Valley,ID,83622,US,null,null,2019-07,[],+12084621911,1236
226-222@5w9-hvw-hbk,160010011001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.641812,-116.251294,604 E 46th St,Garden City,ID,83714,US,null,null,2019-07,"[""lds.org""]",+12083757893,3650
226-222@5w9-hvw-hbk,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.641812,-116.251294,604 E 46th St,Garden City,ID,83714,US,null,null,2019-07,"[""lds.org""]",+12083757893,3650
226-222@5w9-jb9-73q,null,22c-222@5w9-jb9-6c5,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,"Books,Churches",43.589243,-116.270867,7147 W Overland Rd,Boise,ID,83709,US,null,null,2019-07,[],+12083221855,3769
226-222@5wg-425-b8v,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.492714,-112.002122,1600 John Adams Pkwy,Idaho Falls,ID,83401,US,null,null,2019-07,[],+12085295276,195
227-222@5w9-hm9-sqz,160010024104,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.650028,-116.30488,4921 N Mitchell St,Boise,ID,83704,US,null,null,2019-07,"[""lds.org""]",+12083759618,1608
227-222@5w9-j9s-cqz,160010017003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.588759,-116.227105,3676 W Dorian St,Boise,ID,83705,US,null,null,2019-07,[],+12083383811,162
227-222@5w9-jbw-nwk,160010001001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.621474,-116.200962,924 W Franklin St,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083448998,268
227-222@5wg-42s-2c5,160199712002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.50432,-112.042134,750 W Elva St,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085299985,1054
227-222@5wr-ggq-cnq,160050011012,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.901373,-112.425132,2000 S Fairway Dr,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12082387149,1065
227-222@5wr-ggv-2rk,160050011011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.902787,-112.408905,2925 Michelle St,Pocatello,ID,83201,US,null,null,2019-07,"[""lds.org""]",+12082372161,1733
227-228@5wr-ghd-5xq,null,zzw-222@5wr-ghd-68v,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.909202,-112.469589,4155 Yellowstone Ave,Chubbuck,ID,83202,US,null,null,2019-07,"[""lds.org""]",+12082381649,230
228-222@5w9-hvp-vj9,160010003042,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.666107,-116.250036,5046 N Knollwood Ave,Boise,ID,83703,US,null,null,2019-07,"[""lds.org""]",+12083422112,223
228-222@5w9-j7q-73q,160270206026,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.583495,-116.577054,142 Smith Ave,Nampa,ID,83651,US,null,null,2019-07,[],+12084672312,154
228-222@5w9-j7q-73q,160270206024,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.583495,-116.577054,142 Smith Ave,Nampa,ID,83651,US,null,null,2019-07,[],+12084672312,154
228-222@5w9-j7q-73q,160270206011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.583495,-116.577054,142 Smith Ave,Nampa,ID,83651,US,null,null,2019-07,[],+12084672312,154
228-222@5w9-jbc-rx5,160010020004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.598377,-116.258369,6180 W Cassia St,Boise,ID,83709,US,null,null,2019-07,"[""lds.org""]",+12083769080,479
228-222@5wg-42b-nt9,160199706013,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.503008,-111.996822,1860 Kearney St,Idaho Falls,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085299805,2486
228-222@5ws-fs6-y7q,null,null,Church LDS Fourth Ward,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.185043,-112.248836,20 S 100 W,Malad City,ID,83252,US,null,null,2019-07,[],+12087664137,1038
228-223@5w9-j69-xyv,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.576124,-116.564776,504 11th Ave S,Nampa,ID,83651,US,null,null,2019-07,[],null,248
22d-222@5ws-hyw-c89,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.100053,-111.882867,155 N 2nd W,Preston,ID,83263,US,null,null,2019-07,[],+12088521226,2029
zzw-222@3x5-4n2-qfz,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
zzw-222@3x5-4qf-89z,160550018003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,47.729966,-116.755869,2293 E Hanley Ave,Dalton Gardens,ID,83815,US,null,null,2019-07,"[""mormon.org""]",+12086641818,143
zzw-222@5qn-rfj-rhq,160079501004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.311239,-111.305432,485 S 7th St,Montpelier,ID,83254,US,null,null,2019-07,"[""lds.org""]",+12088470860,1712
zzw-222@5w9-hk8-bzf,160010103311,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.654961,-116.37515,5555 N Locust Grove Rd,Meridian,ID,83646,US,null,null,2019-07,[],+12082881077,2627
zzw-222@5w9-hkc-qmk,160010103342,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.612311,-116.418851,2040 W Pine Ave,Meridian,ID,83642,US,null,null,2019-07,[],+12083190611,520
zzw-222@5w9-hmg-pgk,160010102211,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.705732,-116.404318,1133 N Park Ln,Eagle,ID,83616,US,null,null,2019-07,"[""lds.org""]",+12083192373,2528
zzw-222@5w9-hmj-dqf,160010102241,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.714093,-116.353158,2090 N Eagle Rd,Eagle,ID,83616,US,null,null,2019-07,"[""lds.org""]",null,2757
zzw-222@5w9-hnk-9s5,160270211002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.611858,-116.515607,6111 Birch Ln,Nampa,ID,83687,US,null,null,2019-07,"[""lds.org""]",+12083180365,3076
zzw-222@5w9-hnw-qs5,160010103133,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.587124,-116.372879,1902 S Locust Grove Rd,Meridian,ID,83642,US,null,null,2019-07,"[""lds.org""]",+12083192470,1741
zzw-222@5w9-hnz-649,160010103133,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.587132,-116.373257,1950 S Locust Grove Rd,Meridian,ID,83642,US,null,null,2019-07,"[""lds.org""]",+12083192493,1752
zzw-222@5w9-hwb-vs5,160010102232,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.681526,-116.300706,7200 Duncan Ln,Boise,ID,83714,US,null,null,2019-07,"[""lds.org""]",+12088537017,1674
zzw-222@5w9-j48-m49,160010103133,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.560649,-116.373586,1695 E Amity Rd,Meridian,ID,83642,US,null,null,2019-07,"[""lds.org""]",+12088882787,1958
zzw-222@5w9-j4d-cwk,160010104011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.544278,-116.355191,6575 S Eagle Rd,Meridian,ID,83642,US,null,null,2019-07,"[""lds.org""]",+12083192468,2423
zzw-222@5w9-j8w-zcq,160270209012,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.545993,-116.557002,1201 E Greenhurst Rd,Nampa,ID,83686,US,null,null,2019-07,"[""lds.org""]",+12084654452,343
zzw-222@5w9-jb5-xwk,160010012022,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.626062,-116.265649,6767 W Northview St,Boise,ID,83704,US,null,null,2019-07,"[""lds.org""]",+12083774034,1898
zzw-222@5w9-jb8-5fz,160010019003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,"{""Thu"":[[""6:00"",""22:00""]],""Sat"":[[""6:00"",""22:00""]],""Tue"":[[""5:30"",""22:00""]],""Sun"":[],""Mon"":[],""Wed"":[[""6:00"",""22:00""]],""Fri"":[[""6:00"",""22:00""]]}",Churches,43.59357,-116.275204,1211 S Cole Rd,Boise,ID,83709,US,null,null,2019-07,"[""lds.org""]",+12083224422,3279
zzw-222@5w9-jbh-y35,160010007021,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.598481,-116.164629,2290 E Warm Springs Ave,Boise,ID,83712,US,null,null,2019-07,[],+12083428381,2513
zzw-222@5w9-jbr-75z,160010008024,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.570092,-116.177659,3555 S Coleridge Pl,Boise,ID,83706,US,null,null,2019-07,"[""lds.org""]",+12083623998,176
zzw-222@5w9-jby-2kz,160010002021,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.648535,-116.221945,2680 W Hill Rd,Boise,ID,83702,US,null,null,2019-07,"[""lds.org""]",+12083190990,993
zzw-222@5w9-jct-x3q,160010022213,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.570953,-116.274835,3550 S Cole Rd,Boise,ID,83709,US,null,null,2019-07,"[""lds.org""]",+12083621960,1555
zzw-222@5w9-pg2-649,160399604002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.105489,-115.718955,2358 SW Buckey Dr,Mountain Home,ID,83647,US,null,null,2019-07,"[""lds.org""]",+12088327976,1236
zzw-222@5w9-pg2-649,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.105489,-115.718955,2358 SW Buckey Dr,Mountain Home,ID,83647,US,null,null,2019-07,"[""lds.org""]",+12088327976,1236
zzw-222@5w9-pvs-835,160399602004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.143473,-115.690327,1150 N 8th E,Mountain Home,ID,83647,US,null,null,2019-07,[],+12085873124,2000
zzw-222@5w9-th7-xwk,160759603001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.02569,-116.902758,2264 NE 16th St,Fruitland,ID,83619,US,null,null,2019-07,"[""lds.org""]",+12084523647,248
zzw-222@5w9-vmq-y35,160879703003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.26035,-116.977221,600 W Indianhead Rd,Weiser,ID,83672,US,null,null,2019-07,"[""lds.org""]",+12085492742,155
zzw-222@5wd-cs3-fxq,160699610002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,46.365338,-116.950074,3810 16th St,Lewiston,ID,83501,US,null,null,2019-07,"[""lds.org""]",+12087436111,1601
zzw-222@5wf-xy5-xh5,160519602001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.727135,-111.982524,690 N 3600 E,Menan,ID,83434,US,null,null,2019-07,[],+12087548851,2703
zzw-222@5wf-y56-gc5,160659501002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.840866,-111.769931,475 E 7th N,Rexburg,ID,83440,US,null,null,2019-07,[],+12083569546,1733
zzw-222@5wf-y6s-skf,160659503024,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.817356,-111.794762,387 S 4th W,Rexburg,ID,83440,US,null,null,2019-07,[],+12083566971,1061
zzw-222@5wf-y6t-sqz,160659502002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.827307,-111.793788,Salem Ave,Rexburg,ID,83440,US,null,null,2019-07,[],+12083565643,183
zzw-222@5wf-zcn-tsq,160439702002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.072172,-111.441238,1032 Pine St,Ashton,ID,83420,US,null,null,2019-07,"[""lds.org""]",+12086523241,143
zzw-222@5wf-zcp-2x5,160439702003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.077517,-111.452263,513 N 2nd St,Ashton,ID,83420,US,null,null,2019-07,"[""lds.org""]",null,2428
zzw-222@5wf-zdf-435,160439703002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.998669,-111.577679,2904 E 800 N,Chester,ID,83421,US,null,null,2019-07,[],+12086244571,155
zzw-222@5wf-zxt-jvz,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.974765,-111.682115,850 N Bridge St,St. Anthony,ID,83445,US,null,null,2019-07,[],+12086244819,447
zzw-222@5wf-zxt-jvz,160439703005,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.974765,-111.682115,850 N Bridge St,St. Anthony,ID,83445,US,null,null,2019-07,[],+12086244819,447
zzw-222@5wf-zxv-bff,160439703004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.968618,-111.689911,507 W 2nd N,St. Anthony,ID,83445,US,null,null,2019-07,"[""lds.org""]",+12086243262,1398
zzw-222@5wf-zyt-p35,160439703001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.970965,-111.67867,247 E 4th N,Rexburg,ID,83440,US,null,null,2019-07,"[""lds.org""]",+12086244212,2484
zzw-222@5wf-zz4-hh5,160439702004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.887162,-111.670244,44 W Main St,Teton,ID,83451,US,null,null,2019-07,[],+12084584342,1959
zzw-222@5wg-3k2-5fz,160519602002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.695282,-112.012451,474 N 3450 E,Lewisville,ID,83431,US,null,null,2019-07,[],+12087540481,1760
zzw-222@5wg-3mb-6rk,160199703003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.590793,-111.974513,2967 E 105 N,Idaho Falls,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085229456,2672
zzw-222@5wg-3mc-hyv,160199703001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.607524,-112.023079,12448 N 5th,Idaho Falls,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085258410,1472
zzw-222@5wg-3nz-vzz,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
zzw-222@5wg-3zc-vzz,160199714001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.479416,-112.086989,2020 S Charlotte Dr,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085229713,2652
zzw-222@5wg-427-mc5,160199711001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.496298,-112.026586,395 2nd St,Idaho Falls,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085226951,1460
zzw-222@5wg-429-7h5,160199705011,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.489732,-111.953833,4030 John Adams Pkwy,Ammon,ID,83406,US,null,null,2019-07,[],+12085241640,1670
zzw-222@5wg-43c-5cq,160119501001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,160119501001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,160119501001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,160119502001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,160119502001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43c-5cq,160119502001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.31038,-112.083427,792 N 1090 E,Shelley,ID,83274,US,null,null,2019-07,[],+12083575700,1763
zzw-222@5wg-43w-zmk,160199714003,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.45087,-112.042777,5255 S 5th W,Idaho Falls,ID,83404,US,null,null,2019-07,"[""lds.org""]",+12085292962,1796
zzw-222@5wg-43x-b49,160199714002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.438791,-112.05918,1291 W 65th S,Idaho Falls,ID,83402,US,null,null,2019-07,"[""lds.org""]",+12085239180,1698
zzw-222@5wg-5bt-jjv,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
zzw-222@5wg-5d7-nt9,160659505002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.752835,-111.81894,2041 W 5200 S,Rexburg,ID,83440,US,null,null,2019-07,[],+12083560136,2492
zzw-222@5wg-5ty-vvf,160199703002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.593384,-111.950269,4330 Ilene Cir,Ammon,ID,83406,US,null,null,2019-07,"[""lds.org""]",+12085529819,1317
zzw-222@5wg-5vt-bhq,160199703004,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.605379,-111.884918,12127 N 75th E,Idaho Falls,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085240563,1391
zzw-222@5wg-5wx-w6k,160199704022,null,Iona 10th LDS Church,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,43.525634,-111.939505,4707 E Iona Rd,Iona,ID,83401,US,null,null,2019-07,"[""lds.org""]",+12085224770,1764
zzw-222@5wg-p9b-6tv,null,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.519588,-111.321474,4120 N Big Springs Loop Rd,Island Park,ID,83429,US,null,null,2019-07,"[""lds.org""]",+12085580291,173
zzw-222@5wg-p9b-6tv,160439701001,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,44.519588,-111.321474,4120 N Big Springs Loop Rd,Island Park,ID,83429,US,null,null,2019-07,"[""lds.org""]",+12085580291,173
zzw-222@5wh-bgx-59f,160799602005,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,47.532396,-116.238233,605 S Division St,Pinehurst,ID,83850,US,null,null,2019-07,"[""lds.org""]",+12086822911,176
zzw-222@5wq-qvw-7bk,160319502002,null,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.450829,-113.698624,554 S 490 E,Burley,ID,83318,US,null,null,2019-07,"[""lds.org""]",+12086780646,118
zzw-222@5wq-rr9-dsq,160679704003,zzw-223@5wq-rr9-dsq,The Church of Jesus Christ of Latter day Saints,null,null,null,Religious Organizations,Religious Organizations,813110,null,Churches,42.631197,-113.678694,1814 H St,Rupert,ID,83350,US,null,null,2019-07,"[""lds.org""]",+12084341421,5905
