tract,median(estimatedMembers),avg(estimatedMembers),min(estimatedMembers),max(estimatedMembers),stddev_samp(estimatedMembers),count(estimatedMembers),team_name
000711,258.4501473241964,258.4501473241964,258.4501473241964,258.4501473241964,0,2,Marquet
000800,997.74946373435,946.8725770041115,1.6039915333236667,2141.2276770788494,569.3038896247508,47,Marquet
000801,258.6809214681005,242.6762263091882,189.4257908225365,263.91727147801527,35.83748652000427,4,Marquet
000802,1495.4964357624215,1346.732667532326,263.8715335019957,1927.2154618881154,499.80825195962166,13,Marquet
000803,623.8107124892539,767.8680186557892,305.8769244379068,1719.730645732225,439.46710496024554,11,Marquet
000804,452.95867049435986,446.37974072774267,58.78596243404839,1004.5673980923439,305.72234737416915,10,Marquet
000805,237.9345629086028,235.75560863390845,14.586749927383634,466.3036768661038,137.3594547606575,9,Marquet
000900,489.71288730975846,1406.0345310459495,59.119569927452744,7681.32135258368,1969.6370329799179,56,Marquet
000901,228.36911395750099,208.92207883756856,106.77818441852173,291.89015096049263,87.87999762920906,5,Marquet
000903,238.96297017529577,238.96297017529577,232.01231623643363,245.91362411415793,9.82970906770082,2,Marquet
000904,272.33686182308236,272.33686182308236,263.25114563832375,281.42257800784097,12.84914305235836,2,Marquet
000910,313.43925385457266,313.43925385457266,313.43925385457266,313.43925385457266,null,1,Marquet
001000,1436.072642728845,1418.5906899714937,26.313467706009426,4482.3383054617925,1031.8462019725216,39,Marquet
