fips,crime_rate_per_100000,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population
31153,55.51257596,1,4,1747,163698,163698,6,6,100.0,94,2587,1,37,22,34,331,2046,210,12,169331
31155,33.44641407,1,4,1748,21013,21013,4,4,100.0,7,208,0,1,1,5,36,164,8,1,20929
31157,73.27399045,1,4,1749,37303,36479,6,5,100.0,27,834,0,6,3,18,137,658,39,2,36848
31159,46.81373983,1,4,1750,16820,16820,4,4,100.0,8,145,0,4,0,4,25,110,10,0,17089
31161,304.7038659,1,4,1751,5430,5430,3,3,100.0,16,89,0,2,1,13,17,68,4,4,5251
31163,0.0,1,4,1752,3115,3115,2,2,100.0,0,24,0,0,0,0,6,18,0,0,3106
31165,0.0,1,4,1753,1345,0,2,1,100.0,0,0,0,0,0,0,0,0,0,0,1313
31167,16.30523398,1,4,1754,6198,6198,2,2,100.0,1,65,0,0,0,1,7,57,1,0,6133
31169,77.08614377,1,4,1755,5196,5196,2,2,100.0,4,80,0,0,0,4,27,52,1,0,5189
31171,0.0,1,4,1756,721,0,2,1,100.0,0,0,0,0,0,0,0,0,0,0,699
31173,0.0,1,4,1757,6946,109,2,2,100.0,0,1,0,0,0,0,0,1,0,0,6895
31175,0.0,1,4,1758,4247,0,3,1,100.0,0,0,0,0,0,0,0,0,0,0,4193
31177,34.61405331,1,4,1759,20437,8069,3,2,100.0,7,126,0,2,2,3,20,93,13,0,20223
31179,31.87759005,1,4,1760,9570,3918,3,2,100.0,3,23,0,0,0,3,5,16,2,1,9411
31181,27.11496746,1,4,1761,3801,3801,2,2,100.0,1,34,0,0,0,1,9,22,3,0,3688
31183,0.0,1,4,1762,824,824,2,2,100.0,0,2,0,0,0,0,0,2,0,0,759
31185,50.42137866,1,4,1763,13822,13822,3,3,100.0,7,265,0,2,4,1,47,209,9,1,13883
32510,244.0828402,1,4,1781,56164,56164,1,1,100.0,132,1107,0,0,14,118,298,731,78,4,54080
35013,,,,,,,,,,,,,,,,,,,,
36101,158.1348201,1,4,1899,99568,99568,16,11,100.0,156,1674,0,40,15,101,348,1272,54,4,98650
36103,141.0913106,1,4,1900,1506906,1505420,31,23,99.9991,2116,26600,23,52,745,1295,4349,21072,1178,155,1499738
36105,237.3964651,1,4,1901,77315,77315,10,7,99.6361,182,1757,1,34,29,118,571,1144,43,19,76665
36107,65.68079135,1,4,1902,51319,51319,8,4,100.0,33,586,0,0,7,26,148,423,15,0,50243
36109,82.99796365,1,4,1903,102272,40064,12,8,99.2466,86,2068,0,10,33,43,294,1736,38,2,103617
36111,154.697842,1,4,1904,183433,183433,24,18,99.6094,280,3673,1,31,38,209,731,2865,77,24,180998
36113,188.2547408,1,4,1905,66186,66186,7,4,100.0,123,1295,1,18,9,95,170,1100,25,14,65337
36115,122.0420649,1,4,1906,63506,63506,13,8,99.1101,77,885,6,11,7,53,233,621,31,5,63093
36117,138.4187817,1,4,1907,93940,93940,16,10,99.7687,128,1616,1,20,17,90,431,1145,39,4,92473
36119,251.8574487,1,4,1908,961058,958799,52,42,98.4882,2440,12557,20,73,915,1432,1903,10020,634,44,968802
36121,120.3919963,1,4,1909,42298,42170,10,6,100.0,50,497,0,5,6,39,76,404,17,2,41531
36123,79.50389569,1,4,1910,25591,25591,6,3,100.0,20,406,0,6,0,14,111,291,4,3,25156
37101,179.2467143,1,4,1962,174471,171858,12,8,100.0,319,4243,0,28,54,237,1508,2582,153,9,177967
37103,29.36857562,1,4,1963,10119,1015,4,1,100.0,3,13,0,0,1,2,4,9,0,0,10215
37105,184.1834534,1,4,1964,59360,58099,5,2,100.0,111,1462,4,5,39,63,418,961,83,7,60266
37107,650.100146,1,4,1965,59741,59185,5,2,100.0,383,2331,1,18,76,288,796,1468,67,11,58914
37109,131.6779533,1,4,1966,79712,79714,4,3,100.0,105,2020,3,7,16,79,649,1318,53,9,79740
37111,162.3629368,1,4,1967,45551,45551,6,4,97.9825,73,1371,0,6,9,58,488,821,63,5,44961
37113,112.2367605,1,4,1968,34416,34412,5,3,100.0,38,738,1,3,6,28,215,495,28,1,33857
37115,109.4091904,1,4,1969,21022,19572,6,2,100.0,23,294,3,2,3,15,123,150,21,6,21022
37117,519.0092409,1,4,1970,24420,24420,5,3,100.0,123,1084,3,4,32,84,425,619,40,6,23699
37119,556.9251355,1,4,1971,953666,953726,14,8,99.9039,5519,36631,54,240,1886,3339,8340,25995,2295,233,990977
37121,13.0480167,1,4,1972,15598,2179,5,1,100.0,2,71,0,0,2,0,8,57,6,0,15328
37123,203.1119655,1,4,1973,27941,26755,8,5,98.9254,56,821,4,6,6,40,241,549,31,3,27571
37125,198.7181587,1,4,1974,90237,88285,16,10,100.0,182,2010,6,11,41,124,686,1225,99,5,91587
37127,628.8580653,1,4,1975,115039,95800,10,7,100.0,598,3272,11,17,100,470,1125,1981,166,12,95093
37129,391.5279907,1,4,1976,208232,206164,12,7,100.0,835,8985,9,46,300,480,2447,6038,500,20,213267
37131,283.1229905,1,4,1977,22110,17840,9,2,100.0,59,420,1,5,9,44,205,184,31,2,20839
37133,210.0205161,1,4,1978,181202,181500,9,8,100.0,389,4942,7,54,55,273,1321,3438,183,24,185220
37135,151.7612859,1,4,1979,138159,137100,7,7,100.0,213,3539,5,16,60,132,1056,2343,140,11,140352
37137,208.4459199,1,4,1980,13328,13328,3,1,100.0,27,296,0,1,3,23,57,234,5,1,12953
37139,355.1687051,1,4,1981,41144,41099,5,3,84.7214,142,1003,3,0,39,100,348,626,30,7,39981
37141,224.0936856,1,4,1982,54226,53547,6,3,100.0,124,962,1,11,14,98,206,713,43,5,55334
37143,183.810014,1,4,1983,13621,13621,4,2,100.0,25,228,2,2,7,14,119,101,8,1,13601
37145,272.4310011,1,4,1984,40030,40030,4,2,100.0,107,1000,0,14,14,79,378,589,33,5,39276
37147,399.3963148,1,4,1985,173016,170331,11,8,100.0,696,5933,11,36,207,442,1763,3982,188,4,174263
37149,78.38910391,1,4,1986,20469,19757,6,3,92.7789,16,283,0,7,1,7,100,169,14,3,20411
37151,165.5245937,1,4,1987,143829,143538,9,8,100.0,236,4764,9,30,52,145,1210,3391,163,24,142577
37153,459.0022627,1,4,1988,47073,47073,5,3,100.0,213,2784,8,24,49,132,974,1714,96,22,46405
37155,809.8427036,1,4,1989,137057,136415,13,9,99.2591,1092,7958,13,32,273,775,2937,4637,385,69,134841
37157,274.2767583,1,4,1990,94254,94254,10,8,99.7178,252,3140,7,14,51,180,1041,1967,132,18,91878
37159,313.0354316,1,4,1991,129890,137842,11,9,97.8606,433,4298,3,26,129,276,1306,2784,208,20,138323
37161,155.3258857,1,4,1992,68207,63860,8,5,100.0,104,2090,1,5,14,84,863,1127,100,14,66956
37163,188.6204209,1,4,1993,64365,63347,6,2,100.0,121,1864,6,6,27,82,883,892,89,5,64150
37165,496.8771686,1,4,1994,36019,35375,5,3,81.9176,179,1610,7,5,33,134,761,803,47,26,36025
37167,179.7641626,1,4,1995,61449,51961,11,4,99.3601,109,1517,0,11,22,76,537,929,51,17,60635
37169,345.5825534,1,4,1996,48342,47710,6,4,99.7494,161,1339,2,5,9,145,452,823,63,5,46588
37171,292.9500342,1,4,1997,74524,74444,8,5,99.6655,214,2266,7,15,28,164,679,1466,121,19,73050
37173,320.1024328,1,4,1998,14182,14182,4,2,100.0,45,325,1,4,1,39,120,195,10,0,14058
37175,145.8833541,1,4,1999,33145,33145,5,3,100.0,48,560,0,6,8,34,176,362,22,2,32903
37177,121.6841081,1,4,2000,4407,4407,3,1,100.0,5,60,0,1,2,2,10,45,5,0,4109
37179,236.8910865,1,4,2001,207858,207499,8,7,100.0,504,5090,11,21,116,356,1330,3547,213,24,212756
37181,522.2281735,1,4,2002,45756,45756,5,3,100.0,234,2996,11,8,97,118,1029,1800,167,12,44808
37183,248.0783423,1,4,2003,942355,938992,25,21,99.9421,2417,23343,21,167,814,1415,5240,16762,1341,108,974289
37185,262.454435,1,4,2004,21068,21068,5,3,96.4433,54,545,2,6,6,40,211,283,51,5,20575
37187,337.9971703,1,4,2005,13102,13102,5,3,100.0,43,315,0,1,11,31,98,207,10,3,12722
37189,129.8403727,1,4,2006,51941,51842,9,7,99.9195,68,907,1,4,6,57,201,680,26,4,52372
37191,420.603132,1,4,2007,124975,122101,9,4,100.0,524,4820,20,8,108,388,1576,2981,263,6,124583
37193,234.7043739,1,4,2008,69587,69667,5,4,100.0,162,2020,2,8,22,130,622,1326,72,5,69023
37195,400.406529,1,4,2009,81523,79951,6,2,100.0,327,2971,9,6,78,234,895,1938,138,17,81667
37197,325.9897997,1,4,2010,38658,36813,7,3,100.0,124,963,2,6,6,110,376,552,35,6,38038
37199,91.08505067,1,4,2011,17876,17876,5,3,92.4601,16,202,1,1,1,13,88,110,4,1,17566
38101,182.3797617,1,4,2063,65542,65542,5,5,100.0,124,962,0,25,6,93,127,718,117,7,67990
38103,237.7555873,1,4,2064,4334,4334,3,3,100.0,10,68,0,3,1,6,22,45,1,4,4206
38105,368.305457,1,4,2065,24933,24933,2,2,100.0,109,1057,1,17,2,89,92,793,172,5,29595
39101,206.357636,1,4,2117,66208,66208,3,3,100.0,136,3398,2,20,71,43,1283,2057,57,16,65905
39103,83.46911357,1,4,2118,173036,172129,12,13,79.1218,146,1677,4,19,15,108,290,1365,22,1,174915
39105,85.12087164,1,4,2119,23679,22614,6,4,95.5341,20,376,1,6,5,8,177,182,16,1,23496
39107,51.4907807,1,4,2120,40835,40835,6,6,97.8272,21,693,1,9,1,10,133,548,11,8,40784
39109,64.7724746,1,4,2121,101865,102851,5,7,100.0,67,2979,1,17,35,13,561,2340,78,20,103439
39111,27.42543709,1,4,2122,14584,12209,2,1,100.0,4,100,0,2,0,2,42,57,0,1,14585
39113,399.5550961,1,4,2123,537596,528324,24,25,100.0,2141,19790,32,251,933,925,5833,12696,1261,218,535846
39115,87.22490607,1,4,2124,15033,15033,2,2,45.6158,13,149,0,1,0,11,50,94,5,0,14904
39117,71.36128793,1,4,2125,34853,34853,4,4,99.3731,25,748,2,7,4,12,260,465,23,3,35033
39119,194.7648156,1,4,2126,85476,84699,7,7,95.5109,166,3118,3,35,55,74,647,2349,123,19,85231
39121,0.0,1,4,2127,14701,0,2,1,100.0,0,0,0,0,0,0,0,0,0,0,14628
39123,31.58943455,1,4,2128,41393,37522,9,7,95.7349,13,668,0,1,5,7,152,502,14,1,41153
39125,51.93725979,1,4,2129,19419,19022,5,4,98.9398,10,182,0,3,1,6,63,120,0,1,19254
39127,30.55810206,1,4,2130,37057,35641,9,8,48.3303,11,270,0,2,2,8,48,218,4,2,35997
39129,111.8925831,1,4,2131,55986,55986,5,5,100.0,63,2163,1,11,19,32,725,1400,38,9,56304
39131,63.45401347,1,4,2132,28626,28626,2,2,100.0,18,417,3,3,5,7,88,310,19,6,28367
39133,82.99666793,1,4,2133,160328,146191,11,9,100.0,136,3194,0,16,48,71,872,2275,47,17,163862
39135,93.45346497,1,4,2134,42080,39848,7,5,96.0008,39,972,2,7,1,29,271,667,34,0,41732
39137,44.00375499,1,4,2135,34292,32176,8,6,91.5338,15,179,1,6,2,6,41,125,12,0,34088
39139,200.3728248,1,4,2136,124391,122572,9,9,99.4887,244,5869,3,45,115,81,1833,3884,152,58,121773
39141,192.5298421,1,4,2137,78244,78244,2,2,100.0,150,3928,0,24,35,91,1006,2812,111,10,77910
39143,184.6983261,1,4,2138,63662,53356,7,5,95.6573,111,1526,0,5,16,90,353,1146,26,1,60098
39145,139.4700139,1,4,2139,79272,79272,4,4,100.0,109,2929,0,15,49,45,770,2046,114,23,78153
39147,39.34613871,1,4,2140,61189,36509,8,3,90.9433,22,548,0,4,6,12,207,330,11,2,55914
39149,148.3981135,1,4,2141,49304,47460,6,4,98.6557,73,1518,0,10,18,46,362,1119,38,14,49192
39151,303.3838352,1,4,2142,377144,370712,21,20,99.5311,1139,12041,13,126,583,417,3773,7549,719,98,375432
39153,377.428833,1,4,2143,541088,496205,24,18,99.9434,2045,16740,27,256,656,1105,4547,11196,997,145,541824
39155,234.9328141,1,4,2144,209240,201899,20,19,97.488,485,6377,5,43,168,269,2163,3941,274,26,206442
39157,48.55835635,1,4,2145,92656,90868,12,10,91.0728,45,1008,1,8,10,25,275,685,48,5,92672
39159,24.38749859,1,4,2146,49536,52761,3,5,100.0,13,260,0,6,1,6,65,186,9,2,53306
39161,77.304192,1,4,2147,25453,28599,2,3,100.0,22,699,0,4,1,17,181,513,5,3,28459
39163,105.4534498,1,4,2148,13366,13366,2,2,100.0,14,349,2,3,2,7,141,195,12,1,13276
39165,84.86601664,1,4,2149,212674,214345,11,13,98.4343,186,4007,0,38,46,101,797,3144,67,31,219169
39167,68.5043223,1,4,2150,61751,61202,7,6,99.7563,42,875,0,12,4,25,283,564,28,4,61310
39169,72.12938099,1,4,2151,114815,107963,13,10,98.9515,83,1895,2,30,18,32,550,1273,72,18,115071
39171,48.0,1,4,2152,37595,35924,6,5,87.8394,18,599,0,7,1,10,139,432,28,5,37500
39173,86.64438668,1,4,2153,125301,109608,18,15,97.5949,112,2613,1,29,19,63,464,2083,66,9,129264
39175,40.09444469,1,4,2154,22691,22691,4,4,79.7214,9,159,0,3,1,5,29,127,3,0,22447
40101,954.4400666,1,4,2205,71462,71440,6,6,100.0,671,2344,3,34,41,593,878,1324,142,23,70303
40103,174.7335314,1,4,2206,11649,11649,2,2,100.0,20,185,0,4,0,16,52,120,13,3,11446
40105,208.4320227,1,4,2207,10694,10694,3,3,100.0,22,171,0,1,1,20,53,103,15,0,10555
40107,161.5900461,1,4,2208,12424,12424,4,4,100.0,20,361,1,0,0,19,126,213,22,6,12377
40109,694.8738489,1,4,2209,848804,736870,22,22,100.0,5248,37519,83,398,1137,3630,10118,23238,4163,145,755245
40111,187.6362899,1,4,2210,40183,40183,7,7,100.0,74,970,1,4,7,62,268,630,72,14,39438
40113,266.7389085,1,4,2211,35889,47717,4,8,98.1614,128,1039,1,18,20,90,358,593,89,17,47987
40115,266.7080167,1,4,2212,32056,32056,4,4,92.8978,86,828,0,4,5,77,207,583,38,5,32245
40117,242.2333919,1,4,2213,16813,16833,3,4,100.0,40,191,1,5,4,30,59,116,16,2,16513
40119,228.9226722,1,4,2214,78403,78468,6,7,100.0,181,2269,2,35,26,118,467,1706,96,10,79066
40121,246.0684965,1,4,2215,45906,45906,6,6,100.0,110,1507,0,29,17,64,449,981,77,11,44703
40123,513.2659507,1,4,2216,38169,38031,5,5,100.0,195,1109,3,25,11,156,292,740,77,0,37992
40125,473.593974,1,4,2217,70712,70712,4,4,100.0,337,2544,4,32,22,279,659,1645,240,3,71158
40127,204.7538503,1,4,2218,11549,11549,3,3,100.0,23,197,0,5,0,18,79,97,21,7,11233
40129,133.5826877,1,4,2219,3725,3725,1,1,100.0,5,41,0,0,1,4,3,36,2,0,3743
40131,179.6864472,1,4,2220,87281,88245,7,9,100.0,160,1163,0,32,11,117,313,745,105,16,89044
40133,117.9894596,1,4,2221,25448,25448,4,4,100.0,30,814,2,6,4,18,271,487,56,8,25426
40135,262.0214469,1,4,2222,42601,42601,5,5,100.0,108,869,0,11,2,95,239,587,43,12,41218
40137,307.2196621,1,4,2223,45475,45475,4,4,100.0,138,1529,3,19,19,97,441,1018,70,4,44919
40139,163.0360944,1,4,2224,21443,21443,5,5,100.0,36,411,0,6,6,24,77,312,22,7,22081
40141,350.1491376,1,4,2225,8111,8111,2,2,100.0,27,181,0,1,2,24,68,108,5,4,7711
40143,719.1412721,1,4,2226,647709,614353,14,16,98.7971,4476,25574,45,381,1122,2928,7291,15582,2702,263,622409
40145,244.3857332,1,4,2227,53933,74554,3,7,99.9191,185,1457,2,16,24,143,378,997,83,12,75700
40147,275.3165171,1,4,2228,51795,51792,4,4,100.0,142,1397,2,15,16,109,375,949,73,7,51577
40149,171.2622024,1,4,2229,11641,11645,2,3,99.9943,20,157,0,3,0,17,55,81,21,1,11678
40151,66.36434023,1,4,2230,8829,8829,3,3,100.0,6,107,0,0,0,6,20,83,4,1,9041
40153,268.6018567,1,4,2231,20157,20157,3,3,95.0319,57,559,0,8,1,49,154,353,52,1,21221
42101,1150.29633,1,4,2320,1538957,1538957,6,5,100.0,17866,57000,332,881,7984,8669,12004,38595,6401,0,1553165
42103,123.6945804,1,4,2321,56944,56944,9,9,100.0,70,1075,0,17,17,36,429,616,30,8,56591
42105,142.8816369,1,4,2322,17481,17481,10,9,100.0,25,190,1,10,0,14,89,89,12,0,17497
42107,204.192758,1,4,2323,147752,146627,48,47,100.0,300,2299,4,38,34,224,446,1760,93,28,146920
42109,255.8635394,1,4,2324,39884,39884,9,9,100.0,102,658,0,10,11,81,134,508,16,3,39865
42111,131.9916362,1,4,2325,77530,77530,17,16,100.0,101,798,2,11,8,80,209,561,28,14,76520
42113,299.1654858,1,4,2326,6489,6489,5,4,100.0,19,98,0,1,0,18,44,50,4,0,6351
42115,127.7018399,1,4,2327,43262,43262,14,13,96.297,54,505,2,21,16,15,210,271,24,9,42286
42117,113.0395874,1,4,2328,42488,42488,16,16,100.0,48,610,0,8,1,39,221,350,39,5,42463
42119,71.32190697,1,4,2329,44920,44920,9,9,100.0,32,491,1,10,5,16,138,344,9,1,44867
42121,127.9982192,1,4,2330,54780,54772,10,9,100.0,69,810,3,22,5,39,125,665,20,2,53907
42123,271.4932127,1,4,2331,41508,41508,10,10,97.0431,111,745,1,16,6,88,149,567,29,3,40885
42125,195.4794771,1,4,2332,199469,205938,38,38,99.1689,407,3619,5,49,91,261,731,2748,140,38,208206
42127,120.2762474,1,4,2333,53090,53090,10,10,100.0,62,860,2,21,6,33,263,569,28,17,51548
42129,155.6132514,1,4,2334,365123,364215,46,44,99.8894,564,5285,6,74,118,366,1000,4093,192,63,362437
42131,99.98928686,1,4,2335,28452,28452,11,10,100.0,28,398,0,7,1,20,99,274,25,2,28003
42133,249.2226032,1,4,2336,437478,437478,26,26,100.0,1094,8661,17,104,303,670,1313,7055,293,70,438965
46101,187.3828857,1,4,2438,6548,6548,2,2,100.0,12,87,0,4,0,8,10,73,4,1,6404
46102,,,,,,,,,,,,,,,,,,,,
46103,486.9469842,1,4,2439,106719,103972,3,3,100.0,515,4123,5,143,55,312,716,3149,258,21,105761
46105,0.0,1,4,2440,3035,3035,2,2,100.0,0,11,0,0,0,0,2,8,1,0,3037
