fips,crime_rate_per_100000,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population
2329,133.5818577,1,4,1201,32662,32662,10,9,100.0,43,600,0,3,1,39,245,334,21,5,32190
2331,143.4079957,1,4,1202,198349,198349,20,19,100.0,286,4565,6,61,54,165,1025,3405,135,39,199431
2411,351.7572569,1,4,1208,33303,33303,6,6,100.0,115,949,3,11,21,80,336,572,40,10,32693
2413,182.6167912,1,4,1209,168903,168903,8,8,100.0,306,2727,3,19,47,237,690,1953,84,18,167564
2415,538.6947691,1,4,1210,102676,102676,6,6,100.0,549,3371,2,38,119,390,870,2362,138,45,101913
2417,376.1513502,1,4,1211,150570,150570,3,3,100.0,575,3350,6,32,154,383,615,2549,186,30,152864
2419,508.2669933,1,4,1212,32955,32955,4,4,100.0,166,1130,1,15,36,114,296,784,49,11,32660
2421,256.8255533,1,4,1213,239031,239031,5,5,100.0,620,3989,1,50,131,438,676,3115,198,30,241409
2423,230.8541604,1,4,1214,30341,30341,3,3,100.0,69,541,1,1,5,62,164,352,25,3,29889
2425,279.2769296,1,4,1215,248869,248869,5,5,100.0,696,4043,3,54,156,483,1020,2817,206,41,249215
2427,190.4261606,1,4,1216,295972,295972,3,3,100.0,580,6433,5,34,178,363,1186,4934,313,64,304580
2429,426.1933414,1,4,1217,20399,20399,4,4,100.0,85,358,0,7,21,57,113,235,10,1,19944
2431,184.719434,1,4,1218,999353,999353,6,6,100.0,1878,17441,14,106,878,880,2690,13679,1073,239,1016677
2433,555.679764,1,4,1219,879645,879645,30,30,100.0,4946,31167,63,173,2450,2260,6050,20025,5092,159,890081
2435,191.6853886,1,4,1220,48821,48821,3,3,100.0,93,823,1,2,8,82,169,625,29,7,48517
2437,234.4184689,1,4,1221,108522,108522,3,3,100.0,257,2783,0,12,51,194,753,1943,87,16,109633
2439,308.3012979,1,4,1222,26593,26593,5,5,100.0,81,494,3,9,9,60,147,338,9,4,26273
2441,234.6365769,1,4,1223,38392,38392,6,6,100.0,89,872,0,13,18,58,243,611,18,6,37931
2443,258.7105918,1,4,1224,149634,149634,7,7,100.0,387,3068,3,21,104,259,810,2044,214,43,149588
2445,549.080241,1,4,1225,100148,100148,6,6,100.0,554,3368,5,30,148,371,764,2494,109,33,100896
2447,360.3254553,1,4,1226,52011,52011,7,7,100.0,186,2215,1,16,31,138,432,1750,33,9,51620
2511,317.3221381,1,4,1233,72236,63392,24,14,98.8902,226,1247,1,19,26,180,484,734,28,7,71221
2513,583.3274487,1,4,1234,467909,461774,31,23,99.9391,2726,15637,11,151,788,1776,4570,9836,1231,115,467319
2515,243.1138625,1,4,1235,159226,157184,27,20,99.8284,388,3160,2,71,33,281,647,2432,81,22,159596
2517,211.2954517,1,4,1236,1531678,1474435,69,65,99.7522,3281,25421,8,242,757,2275,5181,18865,1376,91,1552802
2519,490.4317723,1,4,1237,10232,10232,6,1,100.0,51,365,0,3,2,46,51,301,13,1,10399
2521,185.0823347,1,4,1238,681445,681445,35,32,98.8543,1273,9629,4,94,280,895,2155,7010,464,39,687802
2523,365.0020422,1,4,1239,502006,457344,34,29,100.0,1832,9299,7,94,307,1424,2429,6462,408,65,501915
2525,831.2342903,1,4,1240,737435,737435,19,12,100.0,6280,22177,60,310,2257,3653,3956,16223,1998,11,755503
2527,430.9694898,1,4,1241,808355,800962,71,62,99.8051,3487,17054,14,177,631,2665,4731,11446,877,67,809106
2611,154.9686834,1,4,1248,15660,15660,4,4,93.6207,24,237,0,7,2,15,74,149,14,4,15487
2613,161.0120759,1,4,1249,8814,4769,4,2,100.0,14,46,0,0,0,14,16,29,1,0,8695
2615,155.6762611,1,4,1250,58863,58382,8,7,100.0,92,734,0,26,2,64,172,533,29,5,59097
2617,302.343867,1,4,1251,107032,107188,7,8,100.0,323,2115,1,69,41,212,453,1573,89,15,106832
2619,74.59260959,1,4,1252,17456,17456,3,3,100.0,13,170,1,0,0,12,40,129,1,1,17428
2621,432.2005514,1,4,1253,157056,154880,21,19,99.9902,671,4629,3,97,111,460,1188,3255,186,33,155252
2623,203.8992875,1,4,1254,45270,45230,5,5,100.0,89,724,1,37,2,49,194,515,15,9,43649
2625,602.1686961,1,4,1255,135548,135588,9,10,99.2679,813,4357,11,83,112,606,1405,2782,170,41,135012
2627,136.7751878,1,4,1256,52025,46179,5,5,100.0,71,922,3,23,2,43,350,539,33,7,51910
2629,145.4322783,1,4,1257,26017,26017,5,5,100.0,38,383,0,25,0,13,60,314,9,2,26129
2631,108.8393065,1,4,1258,25639,25937,4,5,100.0,28,496,0,15,1,12,105,382,9,1,25726
2633,284.2671077,1,4,1259,38825,38825,4,4,100.0,110,615,1,17,1,91,126,462,27,5,38696
2635,219.1762897,1,4,1260,31103,31056,4,4,12.7474,67,517,1,25,1,39,159,340,18,3,30569
2637,130.3118362,1,4,1261,73556,75524,9,11,81.0021,100,896,1,18,16,64,240,598,58,13,76739
2639,287.6869965,1,4,1262,14024,14024,3,3,100.0,40,228,0,11,1,28,84,136,8,2,13904
2641,262.837014,1,4,1263,37132,37132,4,4,100.0,97,1077,0,23,7,67,145,900,32,3,36905
2643,38.31711242,1,4,1264,26204,5140,5,2,100.0,10,66,0,8,0,2,12,51,3,1,26098
2645,174.4379223,1,4,1265,103387,108134,8,9,98.8107,189,1969,1,44,36,109,411,1495,63,18,108348
2647,126.7350634,1,4,1266,33170,32872,5,5,100.0,42,502,0,21,0,21,78,414,10,1,33140
2649,922.7783984,1,4,1267,422315,422010,30,30,98.5058,3833,15352,69,242,980,2542,6105,8311,936,313,415376
2651,223.5907896,1,4,1268,25870,25870,4,4,100.0,57,419,1,17,1,38,158,246,15,5,25493
2653,106.8107565,1,4,1269,16293,16293,4,4,100.0,17,276,1,4,0,12,32,239,5,4,15916
2655,174.4696456,1,4,1270,88603,88413,3,3,100.0,157,1129,0,64,9,84,227,859,43,5,89987
2657,140.5833016,1,4,1271,42176,39290,6,5,100.0,59,624,0,25,1,33,121,489,14,5,41968
2659,190.8852303,1,4,1272,46548,46548,7,7,100.0,88,666,0,18,2,68,180,471,15,6,46101
2661,66.25258799,1,4,1273,36665,36665,8,8,99.5413,24,489,0,11,1,12,76,403,10,2,36225
2663,124.1310824,1,4,1274,32699,31505,13,12,99.3697,40,512,0,15,0,25,120,378,13,1,32224
2665,485.4128135,1,4,1275,288539,273664,12,11,100.0,1370,7290,13,162,237,958,1971,4891,428,112,282234
2667,132.6611833,1,4,1276,64025,60133,6,5,100.0,85,985,1,32,2,50,235,703,47,9,64073
2669,208.4234535,1,4,1277,25560,25560,4,4,100.0,53,582,0,19,3,31,202,366,14,14,25429
2671,156.3042723,1,4,1278,11805,11805,4,4,100.0,18,206,0,6,0,12,65,119,22,0,11516
2673,214.3790107,1,4,1279,70626,70673,5,6,100.0,151,1404,2,49,3,97,309,1057,38,5,70436
2675,316.1458885,1,4,1280,159864,157709,10,9,98.7408,507,3162,7,67,71,362,723,2280,159,44,160369
2677,375.8885967,1,4,1281,252257,250233,12,11,100.0,965,7402,13,149,223,580,1635,5447,320,61,256725
2679,255.8734589,1,4,1282,17172,16367,4,3,100.0,44,486,0,28,1,15,161,308,17,2,17196
2681,395.6892392,1,4,1283,608895,608895,15,15,99.8521,2460,14837,22,214,639,1585,3878,10346,613,129,621700
2683,228.2062985,1,4,1284,2175,2175,2,2,100.0,5,34,0,2,0,2,10,22,2,1,2191
2685,289.8296153,1,4,1285,11547,11547,2,2,91.6667,33,274,0,11,0,22,140,130,3,2,11386
2687,158.39075,1,4,1286,88137,88146,9,10,100.0,140,1153,0,44,6,90,273,836,44,5,88389
2689,22.99167701,1,4,1287,21285,21475,3,4,100.0,5,107,0,2,0,3,22,83,2,0,21747
2691,205.6700407,1,4,1288,99512,93500,12,11,100.0,204,1551,4,46,22,132,335,1148,68,13,99188
2693,88.37418606,1,4,1289,181844,181854,9,10,100.0,163,2096,1,48,14,100,428,1557,111,11,184443
2695,276.837896,1,4,1290,6589,6589,2,2,100.0,18,71,0,2,1,15,24,45,2,0,6502
2697,244.100895,1,4,1291,11045,11045,4,4,100.0,27,462,0,7,0,20,54,401,7,0,11061
2699,290.7218207,1,4,1292,843036,842757,21,22,100.0,2485,18244,4,312,438,1731,3591,12722,1931,128,854769
2711,0.0,1,4,1332,5272,5272,2,2,100.0,0,54,0,0,0,0,13,38,3,0,5122
2713,242.6443658,1,4,1333,64801,64797,6,6,100.0,159,2162,0,26,29,104,410,1679,73,11,65528
2715,23.68545713,1,4,1334,25899,25899,4,4,100.0,6,253,0,2,0,4,68,181,4,0,25332
2717,132.5437112,1,4,1335,35682,35682,3,3,100.0,47,885,1,15,3,28,132,724,29,7,35460
2719,62.78646324,1,4,1336,93232,93232,2,2,100.0,60,1088,1,21,7,31,162,901,25,7,95562
2721,371.2134477,1,4,1337,28572,28572,1,1,100.0,106,1059,3,84,1,18,216,785,58,2,28555
2723,157.1156868,1,4,1338,11549,12398,2,3,100.0,19,139,1,1,0,17,12,125,2,2,12093
2725,79.98363126,1,4,1339,54262,54262,4,4,100.0,43,606,1,4,3,35,91,469,46,13,53761
2727,135.1774616,1,4,1340,60187,60187,3,3,100.0,82,1145,0,22,5,55,191,916,38,18,60661
2729,79.20343969,1,4,1341,8830,8830,1,1,100.0,7,97,0,6,1,0,43,47,7,0,8838
2731,38.46153846,1,4,1342,5251,5251,1,1,100.0,2,173,0,0,0,2,17,152,4,0,5200
2733,77.47933884,1,4,1343,11761,11761,3,3,100.0,9,143,0,4,0,5,45,93,5,2,11616
2735,159.7899,1,4,1344,63166,63166,5,5,100.0,101,1776,1,30,4,66,313,1418,45,4,63208
2737,117.5004712,1,4,1345,403420,404584,12,13,100.0,480,9227,2,71,91,316,1293,7451,483,39,408509
2739,191.6556096,1,4,1346,20373,20373,2,2,100.0,39,275,0,5,2,32,52,211,12,0,20349
2741,93.03598303,1,4,1347,36554,36404,3,3,100.0,34,526,1,5,3,25,116,381,29,3,36545
2743,112.747516,1,4,1348,14601,14601,5,5,100.0,16,175,1,6,0,9,55,113,7,1,14191
2745,52.79577634,1,4,1349,21010,21010,1,1,100.0,11,121,0,3,1,7,42,72,7,1,20835
2747,116.3241567,1,4,1350,31372,31372,2,2,100.0,36,640,0,3,1,32,86,531,23,6,30948
2749,142.0454545,1,4,1351,45760,46513,4,5,100.0,66,1093,0,13,6,47,203,823,67,5,46464
2751,100.1836701,1,4,1352,6027,6027,1,1,100.0,6,96,0,4,0,2,37,52,7,0,5989
2753,410.0842691,1,4,1353,1179108,1175926,35,35,100.0,4916,39583,49,586,2083,2198,7820,29171,2592,221,1198778
2755,85.11091015,1,4,1354,19037,19037,6,6,100.0,16,136,0,0,0,16,35,92,9,0,18799
2757,91.97405364,1,4,1355,20433,20433,2,2,100.0,19,457,0,8,0,11,117,318,22,1,20658
2759,49.73301225,1,4,1356,38529,38529,2,2,100.0,19,591,0,9,0,10,90,472,29,0,38204
2761,234.8345185,1,4,1357,45323,45323,2,2,100.0,107,841,0,62,1,44,107,716,18,0,45564
2763,58.47953216,1,4,1358,10267,10267,2,2,100.0,6,101,0,0,1,5,14,84,3,0,10260
2765,250.0625156,1,4,1359,16273,16273,1,1,100.0,40,357,0,3,1,36,104,226,27,3,15996
2767,172.1292148,1,4,1360,42443,42443,2,2,100.0,73,937,0,24,8,41,156,742,39,5,42410
2769,44.41483455,1,4,1361,4544,4544,2,2,100.0,2,22,0,1,0,1,6,15,1,0,4503
2771,189.3078904,1,4,1362,13298,13298,2,2,100.0,25,288,0,7,0,18,71,198,19,0,13206
2773,28.46164793,1,4,1363,7239,7239,2,2,100.0,2,56,0,1,0,1,13,40,3,0,7027
2775,46.39510068,1,4,1364,10893,10893,3,3,100.0,5,58,0,0,0,5,20,35,3,0,10777
2777,50.9035378,1,4,1365,4033,4033,1,1,100.0,2,15,0,1,0,1,7,8,0,1,3929
2779,43.14994606,1,4,1366,24786,27833,3,5,100.0,12,298,0,1,2,9,57,228,13,0,27810
2781,102.915952,1,4,1367,5857,5857,1,1,100.0,6,20,0,0,0,6,4,16,0,0,5830
2783,164.7898929,1,4,1368,26057,26057,4,4,100.0,42,440,0,14,0,28,138,290,12,4,25487
2785,150.3424467,1,4,1369,36666,36666,7,7,100.0,54,699,1,23,1,29,97,577,25,5,35918
2787,307.3029646,1,4,1370,5491,5491,1,1,100.0,17,114,0,3,0,14,36,74,4,0,5532
2789,31.83023873,1,4,1371,9542,9542,1,1,100.0,3,11,0,2,0,1,3,7,1,0,9425
2791,97.93360102,1,4,1372,20822,20822,2,2,100.0,20,315,0,6,1,13,49,255,11,1,20422
2793,116.7870583,1,4,1373,23414,23414,2,2,100.0,27,404,0,14,1,12,87,294,23,0,23119
2795,294.1973445,1,4,1374,26196,26146,3,3,100.0,76,840,0,17,11,48,195,592,53,3,25833
2797,73.01046483,1,4,1375,33442,33442,2,2,100.0,24,386,2,7,0,15,48,317,21,0,32872
2799,231.3931904,1,4,1376,39601,39601,2,2,100.0,91,909,0,22,11,58,229,639,41,1,39327
2811,155.6580223,1,4,1420,33851,26339,6,2,68.7482,53,879,0,4,30,19,141,712,25,2,34049
2813,0.0,1,4,1421,14949,0,3,1,100.0,0,0,0,0,0,0,0,0,0,0,14734
2815,0.0,1,4,1422,10395,722,2,1,100.0,0,0,0,0,0,0,0,0,0,0,10385
2817,115.5334758,1,4,1423,17161,10929,3,1,83.3333,20,60,1,2,4,13,30,29,1,0,17311
2819,143.3520487,1,4,1424,8430,8430,2,2,100.0,12,66,0,2,0,10,20,43,3,0,8371
2821,291.7972549,1,4,1425,9606,9606,2,2,98.6397,27,247,2,5,5,15,136,90,21,4,9253
2823,0.0,1,4,1426,16779,0,3,1,100.0,0,0,0,0,0,0,0,0,0,0,16415
2825,333.2026656,1,4,1427,20500,20500,2,2,88.7134,68,415,4,8,8,48,147,265,3,0,20408
2827,95.30617107,1,4,1428,25969,17837,3,2,41.6667,24,928,0,2,5,17,731,192,5,0,25182
2829,55.32312161,1,4,1429,29310,5022,3,1,100.0,16,122,1,0,1,14,50,66,6,2,28921
2831,0.0,1,4,1430,19671,2600,3,1,58.3333,0,51,0,0,0,0,33,15,3,0,19423
2833,150.9747979,1,4,1431,164406,164406,5,5,90.5581,254,3570,2,43,57,152,932,2498,141,11,168240
2835,167.4041968,1,4,1432,81165,76005,3,3,86.9367,129,2674,4,17,67,41,486,2087,101,5,77059
2837,252.1750095,1,4,1433,8034,8034,2,2,98.469,20,63,1,1,3,15,49,7,7,0,7931
2839,51.8157088,1,4,1434,22938,22938,2,2,100.0,12,151,2,1,1,8,41,106,4,0,23159
2841,21.06149958,1,4,1435,14369,13929,3,2,100.0,3,27,0,0,0,3,10,11,6,0,14244
2843,439.5706089,1,4,1436,21753,21753,2,2,85.0584,95,669,7,5,21,61,278,367,24,0,21612
2845,57.06008866,1,4,1437,44745,9428,3,1,100.0,26,384,4,4,11,7,77,290,17,3,45566
2847,202.5445293,1,4,1438,191451,191451,6,6,100.0,398,7792,10,62,170,156,2176,5266,350,34,196500
2849,721.5219335,1,4,1439,249345,244858,12,8,99.9642,1767,13315,66,143,846,712,4627,7416,1272,69,244899
2851,65.11829824,1,4,1440,18859,1699,5,1,100.0,12,22,1,0,0,11,15,5,2,0,18428
2853,33.62474781,1,4,1441,9332,2225,2,1,100.0,3,11,0,0,0,3,0,11,0,0,8922
2855,0.0,1,4,1442,1395,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,1395
2857,132.2864214,1,4,1443,23382,23382,3,2,100.0,31,311,1,2,2,26,76,221,14,0,23434
2859,296.9028124,1,4,1444,140202,140202,5,5,100.0,417,4882,5,74,103,235,1406,3153,323,19,140450
2861,6.071645416,1,4,1445,16813,708,3,1,100.0,1,11,0,0,0,1,3,6,2,0,16470
2863,288.3733124,1,4,1446,7621,6061,2,1,100.0,22,42,0,1,0,21,12,30,0,1,7629
2865,644.4593237,1,4,1447,12144,12144,1,1,66.6667,77,270,5,2,3,68,206,48,17,0,11948
2867,227.6649121,1,4,1448,68222,63012,4,2,88.2702,157,1811,1,25,42,89,678,1107,26,3,68961
2869,38.85758694,1,4,1449,10168,9038,3,1,100.0,4,45,0,1,0,3,28,13,4,0,10294
2871,25.3322421,1,4,1450,48576,19435,3,2,100.0,13,489,0,2,5,6,81,394,14,0,51318
2873,52.72019183,1,4,1451,52386,57546,2,3,84.8278,31,1029,1,6,11,14,461,544,24,1,58801
2875,342.662048,1,4,1452,80648,80648,2,2,100.0,275,2751,12,42,134,87,1064,1468,219,11,80254
2877,0.0,1,4,1453,12714,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,12514
2879,51.30616957,1,4,1454,23623,5037,2,1,100.0,12,48,0,0,3,9,17,30,1,0,23389
2881,63.27630654,1,4,1455,82931,44739,5,3,97.2358,54,794,0,3,7,44,299,464,31,20,85340
2883,661.2459265,1,4,1456,31930,31930,3,3,100.0,209,1541,2,24,46,137,601,906,34,3,31607
2885,103.4185579,1,4,1457,34964,34964,2,2,100.0,36,564,2,5,8,21,154,395,15,8,34810
2887,253.6630954,1,4,1458,59799,59799,2,2,94.9624,152,1653,1,7,19,125,600,1001,52,4,59922
2889,92.61841214,1,4,1459,96527,83700,4,4,100.0,93,1362,3,7,19,64,239,1067,56,1,100412
2891,190.9854851,1,4,1460,26867,26867,2,2,100.0,50,583,1,9,12,28,255,307,21,5,26180
2893,265.6442558,1,4,1461,36865,8943,3,2,100.0,97,343,1,2,23,71,109,220,14,0,36515
2895,74.75910954,1,4,1462,36705,12832,3,2,100.0,27,480,0,1,11,15,140,331,9,0,36116
2897,94.75978395,1,4,1463,10895,5030,2,1,100.0,10,34,0,0,0,10,8,24,2,0,10553
2899,176.2293693,1,4,1464,29882,7529,2,1,100.0,52,319,0,4,11,37,144,164,11,0,29507
2911,219.9592668,1,4,1503,12350,12350,3,3,95.2206,27,292,1,7,0,19,84,191,17,5,12275
2913,308.1570997,1,4,1504,16932,16932,4,4,100.0,51,491,0,0,1,50,115,336,40,3,16550
2915,443.6932178,1,4,1505,19151,19151,4,4,100.0,84,524,1,13,4,66,191,314,19,1,18932
2917,136.1088871,1,4,1506,12379,12379,2,2,100.0,17,125,1,1,0,15,42,81,2,0,12490
2919,364.8117677,1,4,1507,165938,165938,7,7,100.0,623,5550,3,46,180,394,1023,4327,200,24,170773
2921,382.6800995,1,4,1508,89791,89835,3,4,100.0,343,5022,1,22,93,227,1065,3573,384,29,89631
2923,554.7431702,1,4,1509,43163,43163,4,4,100.0,239,2049,1,18,35,185,446,1524,79,10,43083
2925,351.7643179,1,4,1510,9333,9333,4,4,100.0,32,186,0,1,0,31,72,108,6,0,9097
2927,261.502739,1,4,1511,44482,44482,5,5,100.0,116,1309,1,4,12,99,318,941,50,3,44359
2929,207.4688797,1,4,1512,43781,43519,4,5,100.0,91,956,0,4,2,85,173,750,33,0,43862
2931,362.131402,1,4,1513,76776,76776,5,5,100.0,280,3324,3,15,68,194,691,2528,105,22,77320
2933,164.3475403,1,4,1514,9277,9277,3,3,84.5227,15,121,2,2,0,11,25,88,8,2,9127
2935,111.2700684,1,4,1515,6377,6377,4,4,100.0,7,43,0,1,0,6,11,27,5,1,6291
2937,187.7962262,1,4,1516,98423,100348,15,17,99.9747,189,2185,1,23,21,144,346,1735,104,11,100641
2939,402.5012578,1,4,1517,13974,13974,2,2,100.0,56,333,0,5,4,47,99,227,7,2,13913
2941,314.6303094,1,4,1518,7701,7713,3,4,93.579,24,81,0,1,0,23,28,50,3,3,7628
2943,173.0552912,1,4,1519,78633,78716,7,8,100.0,140,1386,0,8,9,123,312,999,75,1,80899
2945,130.2460203,1,4,1520,7032,7032,2,2,100.0,9,41,0,0,0,9,16,19,6,0,6910
2947,105.4353438,1,4,1521,110332,110477,16,19,99.9154,243,2794,8,30,32,173,526,2000,268,25,230473
2949,345.1460794,1,4,1522,25747,25703,6,7,100.0,71,449,1,4,2,64,108,321,20,7,20571
2951,415.9115503,1,4,1523,76614,76614,4,5,100.0,319,1922,2,16,41,260,332,1529,61,10,76699
2953,192.6673089,1,4,1524,17696,17696,3,3,100.0,34,449,1,1,2,30,109,324,16,1,17647
2955,199.6495946,1,4,1525,23364,23364,5,5,98.828,49,495,3,6,1,39,150,324,21,0,24543
2957,158.3531275,1,4,1526,7822,7822,4,4,92.389,12,68,0,0,0,12,42,19,7,3,7578
2959,175.3855458,1,4,1527,16780,16780,3,3,93.4063,29,385,0,7,0,22,118,254,13,0,16535
2961,72.34145165,1,4,1528,8329,8329,2,2,100.0,6,96,0,0,0,6,39,48,9,1,8294
2963,54.51713396,1,4,1529,7839,7839,3,3,97.64,7,81,0,0,0,7,25,45,11,0,12840
2965,209.7902098,1,4,1530,15705,15705,2,2,100.0,33,294,0,6,1,26,67,212,15,0,15730
2967,177.5804661,1,4,1531,13573,13573,2,2,100.0,24,221,0,1,1,22,59,151,11,5,13515
2969,394.172553,1,4,1532,32034,32034,10,10,99.1337,125,1281,0,17,11,97,325,893,63,16,31712
2971,187.5933056,1,4,1533,104709,104709,9,11,99.9904,191,2589,3,11,21,156,445,2032,111,4,101816
2973,147.6410979,1,4,1534,15197,15197,4,4,100.0,22,279,0,0,1,21,74,187,18,3,14901
2975,0.0,1,4,1535,6799,6799,2,2,100.0,0,46,0,0,0,0,17,25,4,0,6775
2977,620.7066615,1,4,1536,277535,277737,10,12,99.9554,1762,17117,17,163,362,1219,2863,13016,1238,86,283870
2979,144.8575567,1,4,1537,10247,10247,2,2,100.0,15,245,1,1,0,13,69,164,12,1,10355
2981,114.4033863,1,4,1538,8883,8883,2,2,100.0,10,107,2,0,0,8,23,73,11,1,8741
2983,394.3968448,1,4,1539,22261,22261,2,2,100.0,87,796,0,4,3,80,227,523,46,3,22059
2985,10.74691026,1,4,1540,9646,9646,1,1,100.0,1,137,0,1,0,0,55,77,5,0,9305
2987,131.3485114,1,4,1541,4823,4823,3,3,100.0,6,98,0,0,0,6,37,56,5,0,4568
2989,126.7427123,1,4,1542,10259,10259,4,5,100.0,13,63,0,2,0,11,16,43,4,2,10257
2991,321.8379422,1,4,1543,40741,40741,4,4,100.0,130,1451,1,6,4,119,312,1074,65,4,40393
2993,454.3696829,1,4,1544,10676,10676,5,5,98.9166,47,112,1,1,3,42,47,56,10,2,10344
2995,1026.623686,1,4,1545,839561,837636,19,23,100.0,6981,40642,116,358,1913,4594,9695,25994,4953,318,679996
2997,416.673826,1,4,1546,124896,118658,13,13,100.0,485,5569,3,46,71,365,1054,4147,368,39,116398
2999,201.9006667,1,4,1547,219893,219893,10,10,100.0,447,4352,6,35,32,374,653,3431,268,28,221396
3011,0.0,1,4,1618,1160,1160,1,1,100.0,0,2,0,0,0,0,1,1,0,0,1174
3013,236.6964459,1,4,1619,82406,82406,2,2,100.0,195,3117,1,16,28,150,391,2569,157,17,82384
3015,102.5816379,1,4,1620,5833,5833,2,2,100.0,6,22,0,0,0,6,1,18,3,0,5849
3017,209.1875157,1,4,1621,11834,11834,2,2,100.0,25,237,0,3,0,22,18,203,16,2,11951
3019,111.6694584,1,4,1622,1775,1775,1,1,100.0,2,5,0,0,0,2,0,5,0,0,1791
3021,211.7522499,1,4,1623,9052,9052,2,2,100.0,20,293,1,1,0,18,48,228,17,3,9445
3023,289.4200879,1,4,1624,9364,9364,1,1,100.0,27,184,1,5,0,21,13,163,8,0,9329
3025,0.0,1,4,1625,2977,2977,2,2,100.0,0,25,0,0,0,0,3,22,0,0,3079
3027,252.1519868,1,4,1626,11586,11586,2,2,100.0,29,139,0,4,0,25,17,111,11,2,11501
3029,269.6952766,1,4,1627,91936,91936,4,4,100.0,251,2483,1,35,13,202,429,1946,108,9,93068
3031,186.8665541,1,4,1628,92012,90090,7,6,100.0,177,2203,1,55,10,111,240,1877,86,41,94720
3033,0.0,1,4,1629,1260,1260,1,1,100.0,0,1,0,0,0,0,1,0,0,0,1290
3035,363.9275056,1,4,1630,13719,13719,2,2,100.0,50,169,1,2,0,47,39,120,10,0,13739
3037,232.8288708,1,4,1631,871,871,1,1,100.0,2,3,0,0,0,2,2,1,0,0,859
3039,0.0,1,4,1632,3089,3089,1,1,100.0,0,52,0,0,0,0,3,47,2,0,3138
3041,525.1086432,1,4,1633,16511,16511,2,2,100.0,87,595,0,17,1,69,40,519,36,11,16568
3043,112.9256428,1,4,1634,11460,11460,2,2,100.0,13,98,0,0,0,13,13,79,6,5,11512
3045,148.8095238,1,4,1635,2018,2018,1,1,100.0,3,4,0,1,0,2,0,1,3,0,2016
3047,396.319399,1,4,1636,29148,29148,4,4,100.0,115,725,1,12,1,101,134,522,69,5,29017
3049,292.3260583,1,4,1637,64765,64765,4,3,100.0,191,1405,3,39,15,134,205,1135,65,11,65338
3051,0.0,1,4,1638,2419,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,2369
3053,231.2435766,1,4,1639,19702,19702,4,4,100.0,45,248,3,4,0,38,44,194,10,2,19460
3055,58.51375073,1,4,1640,1723,1723,1,1,100.0,1,5,1,0,0,0,0,5,0,1,1709
3057,90.76763485,1,4,1641,7713,7713,2,2,100.0,7,57,0,0,0,7,4,51,2,3,7712
3059,154.8786784,1,4,1642,1924,1924,1,1,100.0,3,22,0,0,0,3,2,19,1,0,1937
3061,23.39181287,1,4,1643,4237,4237,1,1,100.0,1,5,0,0,0,1,1,4,0,0,4275
3063,291.5738728,1,4,1644,110904,110904,3,3,100.0,326,3643,0,42,43,241,468,3028,147,18,111807
3065,367.249946,1,4,1645,4734,4734,1,1,100.0,17,91,0,6,0,11,11,74,6,1,4629
3067,248.6927688,1,4,1646,15577,15577,2,2,100.0,39,203,0,5,1,33,23,162,18,5,15682
3069,0.0,1,4,1647,494,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,506
3071,167.5041876,1,4,1648,4280,4280,1,1,100.0,7,77,0,0,0,7,3,68,6,0,4179
3073,128.8037353,1,4,1649,6301,6301,2,2,100.0,8,42,0,0,0,8,1,38,3,0,6211
3075,0.0,1,4,1650,1750,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,1748
3077,214.5002145,1,4,1651,7112,7112,1,1,100.0,15,60,1,2,0,12,6,52,2,0,6993
3079,169.6352841,1,4,1652,1167,1167,1,1,100.0,2,6,0,0,0,2,0,4,2,0,1179
3081,200.8671582,1,4,1653,40731,39801,4,3,100.0,82,613,1,7,1,73,63,522,28,6,40823
3083,285.3575887,1,4,1654,10198,10198,2,2,100.0,32,229,0,1,2,29,50,153,26,1,11214
3085,386.5168539,1,4,1655,10600,10340,4,3,92.0213,43,270,0,6,1,36,51,207,12,2,11125
3087,96.47336263,1,4,1656,9444,9444,2,2,100.0,9,47,0,1,1,7,6,35,6,0,9329
3089,132.0073924,1,4,1657,11520,11520,4,4,100.0,15,135,2,1,0,12,16,108,11,2,11363
3091,490.7306434,1,4,1658,3484,3484,1,1,100.0,18,67,0,3,0,15,7,54,6,0,3668
3093,257.7991484,1,4,1659,34622,34622,1,1,100.0,89,1280,0,3,6,80,197,978,105,4,34523
3095,321.9575016,1,4,1660,9195,9195,2,2,100.0,30,122,0,4,1,25,54,62,6,1,9318
3097,109.0215318,1,4,1661,3648,3648,1,1,100.0,4,51,0,1,0,3,6,36,9,0,3669
3099,82.44023083,1,4,1662,6133,6133,1,1,100.0,5,54,1,1,0,3,6,45,3,0,6065
3111,0.0,1,4,1676,5450,0,3,1,100.0,0,0,0,0,0,0,0,0,0,0,5388
3113,0.0,1,4,1677,11463,2855,3,2,100.0,0,5,0,0,0,0,0,5,0,0,11305
3115,0.0,1,4,1678,2097,2097,2,2,25.0,0,0,0,0,0,0,0,0,0,0,2032
