fips,crime_rate_per_100000,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population
1985,55.43621371,1,4,839,14886,14886,2,2,90.4911,8,163,0,0,0,8,33,115,15,1,14431
1987,232.4201365,1,4,840,20363,18446,3,2,100.0,47,315,0,5,0,42,68,228,19,5,20222
1989,31.49275667,1,4,841,9602,9602,2,2,100.0,3,93,0,1,0,2,38,50,5,3,9526
1991,30.96614368,1,4,842,9840,9840,2,2,100.0,3,85,0,0,1,2,25,49,11,0,9688
1993,126.0327685,1,4,843,7113,7113,1,1,100.0,9,90,0,2,0,7,39,50,1,1,7141
1995,146.9687691,1,4,844,16383,16383,3,3,81.2366,24,173,0,1,1,22,40,122,11,1,16330
1997,158.2682391,1,4,845,19875,19873,2,2,30.9264,31,289,0,9,1,21,111,167,12,2,19587
1999,161.0218062,1,4,846,36689,36689,3,3,100.0,59,758,1,2,1,55,198,520,40,6,36641
2011,457.8507945,1,4,901,15062,15062,2,2,100.0,68,480,0,8,1,59,136,316,28,6,14852
2013,170.0510153,1,4,902,10054,10061,3,4,100.0,17,202,1,5,0,11,43,150,9,2,9997
2015,227.9531328,1,4,903,66153,66153,8,8,99.8216,150,1765,0,22,6,122,394,1273,98,9,65803
2017,259.2592593,1,4,904,2831,2831,1,1,100.0,7,49,0,0,0,7,40,8,1,1,2700
2019,140.7657658,1,4,905,3602,3602,3,3,68.8645,5,49,0,0,0,4,19,29,2,1,3552
2021,271.7132234,1,4,906,21494,20629,6,4,100.0,57,653,2,5,2,48,242,374,37,14,20978
2023,111.3585746,1,4,907,2732,2732,2,2,91.868,3,36,0,0,0,3,4,31,1,0,2694
2025,136.7989056,1,4,908,2154,2154,1,1,100.0,3,32,0,0,0,3,13,18,1,0,2193
2027,202.2364977,1,4,909,8617,8617,3,3,99.0436,17,153,0,3,0,14,46,99,8,3,8406
2029,484.2875592,1,4,910,9413,9413,2,2,100.0,45,300,0,9,0,36,88,202,10,7,9292
2031,202.0922492,1,4,911,8577,8577,5,5,99.4569,17,92,0,0,0,17,20,68,4,0,8412
2033,204.6035806,1,4,912,1894,550,3,1,83.3333,4,10,0,0,0,4,2,7,0,0,1955
2035,425.3673627,1,4,913,36457,36457,5,5,100.0,154,1143,0,18,4,132,259,820,63,8,36204
2037,330.9740822,1,4,914,39420,39108,9,8,99.2747,130,1778,1,24,10,96,371,1334,73,19,39278
2039,273.0375427,1,4,915,2930,2930,2,2,55.3441,8,49,0,1,0,6,22,25,1,0,2930
2041,147.8912744,1,4,916,19840,19840,5,5,98.9189,29,484,0,4,1,24,158,304,22,1,19609
2043,318.4307732,1,4,917,7986,7986,5,5,90.4531,25,115,0,2,0,23,46,56,13,2,7851
2045,372.6316894,1,4,918,112784,112784,5,5,100.0,426,4590,0,60,57,309,745,3625,219,39,114322
2047,33.95585739,1,4,919,3035,1129,3,1,100.0,1,31,0,0,0,1,12,19,0,0,2945
2049,0.0,1,4,920,2825,2151,2,1,100.0,0,34,0,0,0,0,5,25,4,1,2655
2051,409.4835002,1,4,921,28889,28889,5,5,98.5773,119,798,0,7,8,104,114,638,46,5,29061
2053,203.1884964,1,4,922,6516,6516,5,5,87.3465,13,98,0,4,0,9,32,64,2,0,6398
2055,417.812281,1,4,923,37272,37272,3,3,100.0,155,1011,0,20,12,123,150,832,28,15,37098
2057,381.9753583,1,4,924,34745,34745,4,4,99.4181,133,1206,2,24,16,91,300,864,42,9,34819
2059,275.8352758,1,4,925,26063,26063,4,4,100.0,71,566,0,14,5,52,153,388,25,10,25740
2061,497.5390541,1,4,926,35503,35503,3,3,100.0,186,709,1,12,13,160,166,510,32,7,37384
2063,108.3423619,1,4,927,2711,1787,2,1,91.6667,3,20,1,0,0,2,8,11,1,0,2769
2065,231.3922098,1,4,928,2654,2654,2,2,95.2713,6,32,0,3,0,3,6,23,3,0,2593
2067,289.3081761,1,4,929,8005,8005,2,2,100.0,23,112,0,0,1,22,41,63,8,2,7950
2068,,,,,,,,,,,,,,,,,,,,
2069,99.85022466,1,4,930,6144,6144,1,1,100.0,6,53,0,1,0,5,26,24,3,0,6009
2071,77.51937985,1,4,931,1264,1264,1,1,100.0,1,4,0,1,0,0,1,3,0,0,1290
2073,155.6662516,1,4,932,6678,6678,1,1,100.0,10,73,1,1,0,8,31,41,1,0,6424
2075,191.6443082,1,4,933,2680,2680,1,1,75.0,5,19,0,4,0,1,3,16,0,0,2609
2077,170.6484642,1,4,934,6024,4554,4,3,97.7126,10,115,0,1,0,9,21,86,8,2,5860
2079,391.4682939,1,4,935,35219,35024,8,8,99.3262,136,930,0,17,5,114,236,658,37,3,34741
2081,241.4875634,1,4,936,4307,4307,1,1,100.0,10,58,0,0,0,10,14,39,5,0,4141
2083,102.5641026,1,4,937,1976,1976,1,1,100.0,2,24,0,1,0,1,18,6,0,0,1950
2085,149.6333982,1,4,938,13502,12643,5,3,99.7739,20,233,0,1,0,19,64,156,13,1,13366
2087,228.5653537,1,4,939,19038,19038,8,8,89.2785,43,461,0,3,0,40,118,302,40,4,18813
2089,0.0,1,4,940,3112,3112,1,1,25.0,0,0,0,0,0,0,0,0,0,0,3046
2091,149.2239824,1,4,941,558202,555818,19,19,99.3682,846,11410,8,130,126,582,1534,8912,964,87,566933
2093,305.8883508,1,4,942,4007,4007,1,1,100.0,12,63,0,2,0,10,17,44,2,0,3923
2095,216.7261601,1,4,943,7893,7400,3,2,100.0,17,122,0,2,1,14,45,70,7,1,7844
2097,39.63535474,1,4,944,2562,2562,1,1,100.0,1,34,0,0,0,1,15,15,4,0,2523
2099,334.6720214,1,4,945,21621,21621,5,5,100.0,70,622,0,6,5,59,178,416,28,9,20916
2100,154.3209877,1,4,76,2585,2585,1,1,100.0,4,28,0,0,0,4,2,25,1,0,2592
2105,,,,,,,,,,,,,,,,,,,,
2110,352.1126761,1,4,77,32553,32553,1,1,100.0,115,1099,0,9,16,90,94,975,30,9,32660
2111,8.360504975,1,4,1007,11772,1554,3,1,100.0,1,22,0,0,0,1,5,17,0,0,11961
2113,139.8601399,1,4,1008,28798,28798,4,3,100.0,39,995,0,5,22,13,167,787,41,4,27885
2115,139.8241751,1,4,1009,122045,122045,5,3,100.0,174,3257,3,47,64,60,627,2453,177,17,124442
2117,115.0115012,1,4,1010,20062,18622,5,2,100.0,23,443,1,5,5,12,137,280,25,3,19998
2119,165.6916091,1,4,1011,49591,49591,7,4,100.0,81,1603,1,10,33,37,374,1167,63,6,48886
2121,224.0375004,1,4,1012,28622,27867,5,3,95.9522,65,705,2,9,27,27,192,492,21,4,29013
2122,167.9878209,1,4,78,19754,19492,5,4,100.0,96,780,0,3,4,89,61,693,26,3,57147
2123,47.52851711,1,4,1013,8535,7884,4,2,100.0,4,151,0,2,0,2,59,88,4,1,8416
2125,14.76559616,1,4,1014,13877,2231,3,1,100.0,2,58,0,0,1,1,22,33,2,0,13545
2127,59.88023952,1,4,1015,20307,20307,5,4,100.0,12,73,0,6,1,6,37,26,9,2,20040
2129,117.1051604,1,4,1016,75299,75299,9,6,100.0,90,1444,1,20,24,45,531,831,82,8,76854
2130,211.2316993,1,4,79,8217,8217,1,1,100.0,29,323,0,9,4,16,31,284,8,1,13729
2131,85.98452279,1,4,1017,12859,12859,3,2,100.0,11,114,0,2,2,6,44,62,9,1,12793
2133,171.5667161,1,4,1018,13006,13006,3,2,100.0,22,267,0,5,3,13,113,136,18,3,12823
2135,127.4663409,1,4,1019,37639,37639,4,3,100.0,48,1075,3,7,11,27,327,704,44,6,37657
2137,186.8378248,1,4,1020,91170,91170,14,12,99.298,170,3170,3,40,73,54,743,2284,143,22,90988
2139,39.9920016,1,4,1021,5061,5061,3,2,100.0,2,49,0,0,0,1,20,28,2,0,5001
2141,100.4291062,1,4,1022,11041,11041,3,2,100.0,11,169,1,3,0,7,56,101,12,3,10953
2143,47.79060363,1,4,1023,27656,27656,5,3,100.0,13,197,0,2,3,8,78,105,13,1,27202
2145,62.23937263,1,4,1024,15949,15949,3,2,100.0,10,106,0,1,3,4,56,46,4,1,16067
2147,258.875241,1,4,1025,73777,73030,8,5,99.2085,192,2182,6,32,67,87,670,1408,104,14,74167
2149,193.7440332,1,4,1026,35627,35627,4,2,100.0,69,1289,4,14,20,30,316,917,56,6,35614
2150,856.0311284,1,4,80,6332,6332,1,1,100.0,121,254,0,8,10,103,23,200,31,3,14135
2151,93.61542782,1,4,1027,21775,21775,4,2,100.0,20,145,0,2,3,15,44,88,13,5,21364
2153,19.71220185,1,4,1028,10227,10227,3,2,78.2936,2,24,0,1,0,1,8,10,6,0,10146
2155,54.02485143,1,4,1029,9360,9360,3,2,100.0,5,105,0,1,1,3,27,73,5,0,9255
2157,58.9188393,1,4,1030,6849,6849,3,2,100.0,4,50,0,1,1,2,32,14,4,0,6789
2158,,,,,,,,,,,,,,,,,,,,
2159,169.0117901,1,4,1031,97480,97480,3,2,100.0,166,3194,1,44,50,72,669,2369,156,19,98218
2161,91.19548997,1,4,1032,12121,12121,3,2,100.0,11,92,0,2,1,7,60,28,4,0,12062
2163,39.28244075,1,4,1033,7727,7727,3,1,100.0,3,15,0,1,0,2,8,6,1,0,7637
2164,0.0,1,4,81,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,1648
2165,27.60905577,1,4,1034,14703,14703,5,4,100.0,4,101,0,1,1,1,42,47,12,0,14488
2167,369.9404723,1,4,1035,302332,302332,8,5,100.0,1141,14679,16,131,618,377,3087,10620,972,72,308428
2169,34.46374414,1,4,1036,14549,14549,3,2,100.0,5,94,0,1,0,3,31,56,7,3,14508
2170,64.08101521,1,4,82,14386,14386,2,2,100.0,61,616,0,4,8,49,77,511,28,8,95192
2171,41.31377815,1,4,1037,39306,38691,8,4,100.0,16,211,1,3,4,8,61,135,16,1,38728
2173,336.3680309,1,4,1038,49518,49518,11,7,100.0,167,1779,3,22,68,74,469,1224,86,9,49648
2175,140.9553641,1,4,1039,6772,4389,4,2,100.0,9,144,0,2,4,2,36,104,4,1,6385
2177,106.2072221,1,4,1040,8634,8272,5,2,100.0,9,113,0,1,1,7,60,43,10,2,8474
2179,59.11912504,1,4,1041,16928,16928,4,2,100.0,10,158,0,1,1,7,69,82,6,3,16915
2180,232.5111201,1,4,83,3776,3776,1,1,100.0,23,44,0,3,2,18,12,23,9,2,9892
2181,52.5188866,1,4,1042,24879,24879,4,3,100.0,13,271,0,2,4,7,95,160,16,1,24753
2183,138.8480948,1,4,1043,37614,36972,5,3,100.0,52,496,6,10,7,29,215,242,40,2,37451
2185,96.16494211,1,4,1044,26023,25407,5,3,100.0,25,362,0,10,1,13,141,198,23,3,25997
2185,722.6925459,1,4,84,9618,9618,1,1,100.0,70,106,1,14,3,52,36,59,11,1,9686
2187,71.55635063,1,4,1045,11248,11248,3,2,93.2684,8,73,0,3,0,4,20,47,5,0,11180
2188,1014.964216,1,4,85,3334,3334,1,1,100.0,78,210,0,23,12,43,46,126,38,2,7685
2189,46.55111038,1,4,1046,36958,35961,10,8,98.1459,17,272,0,4,4,8,104,154,13,3,36519
2191,34.53436169,1,4,1047,8594,8594,4,3,100.0,3,31,0,1,0,2,11,18,2,0,8687
2193,115.5364125,1,4,1048,107728,107728,9,6,100.0,125,2064,2,36,43,43,415,1579,70,18,108191
2195,80.70458613,1,4,1049,29134,28392,8,6,100.0,23,237,0,5,3,15,77,152,8,2,28499
2195,,,,,,,,,,,,,,,,,,,,
2197,140.4039313,1,4,1050,18825,18825,3,2,100.0,26,589,0,4,9,13,161,401,27,2,18518
2198,,,,,,,,,,,,,,,,,,,,
2199,43.07327841,1,4,1051,18281,18281,4,3,100.0,8,62,0,2,0,6,28,28,6,1,18573
2211,182.4867974,1,4,1127,36870,10247,2,1,100.0,66,190,0,3,2,61,43,147,0,0,36167
2213,386.2384665,1,4,1128,14420,14420,1,1,100.0,54,188,0,4,5,45,60,118,10,0,13981
2215,224.5140241,1,4,1129,117658,120440,6,7,100.0,278,3172,3,21,60,194,519,2575,78,4,123823
2217,614.7822368,1,4,1130,261353,254848,6,5,100.0,1567,10679,17,98,436,1016,2642,7558,479,79,254887
2219,504.3626086,1,4,1131,195240,195240,8,8,94.5184,985,8795,12,118,241,614,3762,4802,231,16,195296
2220,133.037694,1,4,87,9060,9060,1,1,100.0,12,143,0,1,1,10,17,120,6,0,9020
2221,240.2642907,1,4,1132,10116,10116,1,1,100.0,24,269,0,0,1,23,86,175,8,3,9989
2223,29.65599051,1,4,1133,6770,6770,1,1,100.0,2,116,0,1,0,1,26,90,0,0,6744
2225,439.5389725,1,4,1134,10386,9861,3,2,100.0,45,153,3,1,9,32,46,103,4,0,10238
2227,450.4504505,1,4,1135,17014,14717,3,2,83.728,75,382,0,9,6,60,131,219,32,3,16650
2229,577.2429312,1,4,1136,20999,20999,3,3,100.0,118,464,2,4,5,107,142,304,18,0,20442
2230,,,,,,,,,,,,,,,,,,,,
2231,1447.40243,1,4,1137,26971,26971,3,3,100.0,392,703,3,4,17,368,149,494,60,0,27083
2233,667.0754469,1,4,1138,444049,444049,7,6,100.0,2970,21659,84,77,1297,1512,5806,15182,671,213,445227
2235,557.843007,1,4,1139,7675,7675,2,2,83.7655,42,125,3,0,3,36,57,68,0,0,7529
2237,20.2757502,1,4,1140,20236,16385,5,4,100.0,4,46,1,0,0,3,13,29,4,0,19728
2239,41.69396629,1,4,1141,34097,26642,4,3,100.0,14,481,0,4,5,5,96,384,1,0,33578
2240,0.0,1,4,89,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,6985
2241,243.0606193,1,4,1142,20908,19938,2,1,100.0,50,164,0,3,0,47,39,111,14,0,20571
2243,54.47117567,1,4,1143,22262,21535,4,3,100.0,12,259,0,1,0,11,77,176,6,1,22030
2245,124.5296299,1,4,1144,73834,73834,2,2,100.0,92,1855,0,14,69,9,583,1257,15,1,73878
2247,974.0162436,1,4,1145,33427,31544,4,3,100.0,325,1220,5,9,26,285,266,928,26,0,33367
2249,0.0,1,4,1146,16420,0,3,1,100.0,0,0,0,0,0,0,0,0,0,0,16112
2251,440.2358045,1,4,1147,435199,435199,5,5,100.0,1914,15862,37,85,501,1291,3124,11741,997,98,434767
2253,143.7653749,1,4,1148,31881,27486,5,3,100.0,45,640,0,7,11,27,97,507,36,1,31301
2255,554.917802,1,4,1149,225779,217459,7,6,100.0,1281,9465,17,37,267,960,2110,6959,396,46,230845
2257,185.2976601,1,4,1150,97238,97238,4,4,100.0,180,2462,4,2,31,143,700,1685,77,2,97141
2259,419.5709549,1,4,1151,15074,15074,3,3,95.333,62,124,0,1,0,61,24,89,11,0,14777
2261,324.7985827,1,4,1152,47133,47133,5,4,100.0,154,1290,3,12,29,110,378,889,23,0,47414
2261,184.3695585,1,4,90,6604,6378,3,2,100.0,18,156,0,0,0,18,11,135,10,0,9763
2263,381.1925134,1,4,1153,131021,131021,7,7,98.6781,511,3742,1,12,60,437,938,2678,126,0,134053
2265,435.9855789,1,4,1154,12075,12075,2,2,54.5404,52,489,0,0,2,50,99,389,1,0,11927
2267,639.3909155,1,4,1155,27771,27771,2,2,100.0,173,1207,0,3,34,136,315,842,50,6,27057
2269,569.7787317,1,4,1156,39675,39675,4,4,100.0,223,1791,4,7,24,188,518,1223,50,4,39138
2270,0.0,1,4,91,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,7977
2271,782.1184796,1,4,1157,362874,362874,7,6,100.0,2962,13907,193,137,1066,1566,3431,8258,2218,0,378715
2273,462.1687364,1,4,1158,155835,150796,7,5,100.0,722,7541,11,29,175,507,2149,5208,184,8,156220
2275,165.6050955,1,4,1159,23768,23768,1,1,100.0,39,440,0,2,3,34,124,312,4,0,23550
2275,,,,,,,,,,,,,,,,,,,,
2277,480.0213343,1,4,1160,22837,17998,3,2,100.0,108,319,0,3,4,101,111,187,21,0,22499
2279,773.792033,1,4,1161,133157,125912,9,4,100.0,1027,6203,9,43,169,806,1747,4207,249,4,132723
2281,742.0733078,1,4,1162,8943,8943,2,2,100.0,66,151,0,0,2,64,23,116,12,0,8894
2282,0.0,1,4,93,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,642
2283,302.0568634,1,4,1163,21062,18094,3,2,94.8104,63,458,0,2,3,58,75,369,14,1,20857
2285,321.8485661,1,4,1164,24671,24437,5,4,80.46,78,549,0,3,6,69,73,472,4,0,24235
2287,216.1814084,1,4,1165,39792,39792,1,1,100.0,94,667,0,7,33,54,133,499,35,5,43482
2289,503.6395081,1,4,1166,52828,52828,1,1,100.0,265,1605,2,8,32,223,409,1118,78,18,52617
2290,0.0,1,4,94,0,0,0,1,100.0,0,0,0,0,0,0,0,0,0,0,5695
2291,496.5517241,1,4,1167,11014,11014,1,1,100.0,54,247,0,1,2,51,87,140,20,0,10875
2293,579.2570798,1,4,1168,21913,21913,3,3,100.0,126,545,1,6,9,110,128,401,16,0,21752
2295,139.3935239,1,4,1169,45488,45488,1,1,100.0,61,1308,8,3,26,24,423,812,73,1,43761
2297,551.2018597,1,4,1170,84502,76711,9,4,100.0,460,2548,7,28,69,356,823,1641,84,3,83454
2299,353.2567629,1,4,1171,53168,53230,3,4,100.0,187,1021,3,6,16,162,185,823,13,0,52936
2311,168.3668416,1,4,1192,122027,122027,14,13,100.0,204,3609,3,56,44,101,849,2654,106,27,121164
2313,75.85335019,1,4,1193,39738,39738,9,8,100.0,30,812,1,4,6,19,136,641,35,4,39550
2315,120.2769303,1,4,1194,34250,34250,9,8,100.0,41,561,1,6,4,30,180,370,11,7,34088
2317,113.4835973,1,4,1195,57739,57739,12,11,100.0,65,1511,0,36,7,22,435,1033,43,16,57277
2319,90.6340471,1,4,1196,153902,153902,18,17,100.0,139,4623,8,19,61,51,912,3573,138,20,153364
2321,210.2312544,1,4,1197,17432,17432,9,8,100.0,36,309,0,2,2,32,113,187,9,2,17124
2323,57.12164053,1,4,1198,35234,35234,9,8,100.0,20,770,0,6,6,8,142,613,15,5,35013
2325,125.7107492,1,4,1199,52067,52067,9,8,100.0,65,1612,1,26,14,24,406,1162,44,17,51706
2327,53.92912173,1,4,1200,38774,38774,9,8,100.0,21,702,1,4,2,14,231,444,27,6,38940
